,nuc,arexp,ent,ndev,age,asexp,la,ld
5858,28.3333333333333,3.6,1.14520104842206,6.66666666666667,1.0,0.093621563661145,22.5,0.0
5820,225.111111111111,138.616666666666,1.0950976808066502,12.333333333333302,31.88888888888889,0.615271513062334,214,19
6127,61.1666666666667,15.0,1.230403543784505,7.66666666666667,0.444444444444444,13.0,36,0.0
6133,260.33333333333303,88.6666666666667,1.81701141770368,17.5,50.5,0.521966520592329,423,46.5
5970,149.666666666667,215.5,3.02422188547841,7.33333333333333,0.7321428571428571,0.156435154378654,925.0,233
5828,60.57142857142861,4.0,3.132644483920985,7.571428571428571,13.0,1.29492043824757,44,0.0
5867,174.77777777777803,194.0,1.78967781880793,12.366666666666651,48.4,0.156435154378654,65,115
6173,71.5714285714286,57.0,2.3044921587437,11.26785714285715,49.57142857142861,0.0873819390160224,37.0,0.0
6313,34.6111111111111,2.0,2.57904660458463,4.85714285714286,169.388888888889,1.625,534,295
6232,2.8660714285714297,8.0,3.5257926787621896,3.51,2.05882352941176,8.0,3022,0
6350,1.88235294117647,16.0,3.38405777037003,0.470588235294118,1.32051282051282,0.337601625917105,165.0,1108
6579,32.2202380952381,13.0,2.27441288773192,10.0,17.0,0.765625,179,0.0
6403,66.21428571428571,63.8333333333333,2.26116998745354,5.642857142857139,62.1428571428571,0.115226340890338,40.5,372.0
6402,41.5,2.0,0.4605229209452511,12.0,85.5,0.9322080007166105,13.0,10
6730,197.57142857142892,74.4999999999999,2.12416415930598,16.7142857142857,204.714285714286,0.0039110779762268,113.0,32
5653,0.0,77.5,0.0102075067590467,0.3516483516483515,0.0,1.951171875,859,0
6449,42.4255319148936,3.0,4.40578109478106,0.8118686868686871,62.680851063829785,0.53125,67.0,1.0
6220,1.28571428571429,15.5333333333333,0.849324033956362,0.5,28.0,21.0,9.0,2.0
5744,527.0,66.0,0.811278124459133,46.0,41.5,40.0,1.5,0.0
6593,0.333333333333333,105.833333333333,3.81242851263847,0.333333333333333,10.6666666666667,96.0,1866,1.0
5833,71.0769230769231,13.0,2.8583496542556803,6.76923076923077,15.125,0.0156412323324462,246.0,42
6351,118.5,5.0,0.544573646270895,21.33333333333335,24.04166666666665,0.5625,3.0,155
6050,33.8,84.6666666666665,1.760590882394685,7.22222222222222,84.6,0.0050380843722278,35,0.0
6241,28.5869565217391,65.0,4.59095012987409,2.15587044534413,0.0869565217391304,0.0873819539172449,61.5,128
5486,359.0,16.0,0.0,65.0,3.0,7.0,8.0,3.0
5738,138.0,164.666666666667,0.7723256385966679,21.6666666666667,15.0,230.0,4.0,0.0
6290,147.267857142857,68.5,1.69996031317553,17.8,1.6470588235294097,0.179696949988177,64,4.0
5916,233.6,78.1249999999999,0.28664949138286,19.2,27.6,39.0,7.0,187
6510,246.5,189.75,0.9293636260137192,41.0,44.0,0.8432006207258379,5.0,8
6694,4.0,13.0,0.928362072394868,1.0,13.0,38.5,53.0,5.0
5781,19.6,384.773809523806,1.3876118801827602,6.5,23.5,0.384750173441835,38.5,7.0
6228,64.21428571428571,295.5,0.7887825286289449,14.2,36.0,189.0,3.0,1.0
6459,0.833333333333333,80.5,0.836640741941167,0.5,22.0,0.577864626142072,13.0,6.0
5511,57.1666666666667,50.0,0.4309210152427885,6.66666666666667,0.0,1.9930477142334,18.0,0.0
5475,24.1851851851852,122.666666666667,4.487593446241781,4.071428571428569,316.814814814815,0.0833333333333333,138.5,98.5
5902,15.0384615384615,71.5,4.52175365944127,3.05555555555556,186.833333333333,0.904571499558584,8.0,88
5502,146.83333333333348,157.5,2.43505935782559,12.0,187.714285714286,0.5,360,103.0
5515,109.25,166.75,1.25215346070854,8.444444444444441,7.55555555555556,208.0,29.0,2
5513,151.0,5.33333333333333,2.00841282054601,9.66666666666667,119.4,10.0,0.0,15
5514,90.0,157.333333333334,1.9972411622683304,18.0,9.535714285714285,0.9242674895508469,37.0,21
5523,61.288888888888906,163.666666666667,3.47794614943679,2.4,7.3,46.0,6839,172
5521,11.1681818181818,89.75,3.1573063988974703,1.35714285714286,18.75,0.156435146635124,165,77
5527,121.7083333333335,75.9999999999999,0.44087968477187045,17.8,8.4,0.08142928735405405,555,302
5530,107.2,109.666666666667,3.02589361834965,5.4,74.2,0.485822814860239,62.5,26
5553,85.6666666666667,109.833333333333,3.42835342552054,3.13888888888889,51.6666666666667,38.5,1392,171.0
5536,6.888888888888888,82.0833333333336,3.6330787948134704,1.43181818181818,3.145833333333335,7.39442491821764e-27,237.0,1720
5546,28.1764705882353,81.5,2.2819025849929098,1.38235294117647,35.3235294117647,95.0,3030,56.5
5549,4.324561403508771,51.50000000000011,4.39169232362989,4.357142857142859,96.08333333333334,0.5464617156882651,3480,40
5585,119.238095238095,4.0,0.888206942588996,11.6125,0.444444444444444,0.91358024691358,11.0,1
5587,178.33333333333348,160.833333333334,1.88667728054932,11.625,91.5,76.5,751,0.0
5557,25.3333333333333,50.5,3.41212361268482,2.240384615384615,31.0,43.0,84.5,255
5575,182.57142857142892,124.0,1.660493188954745,13.857142857142902,41.0,0.156435154378654,78.5,0.0
5583,83.8,110.0,4.73765795719937,2.3673469387755097,252.26315789473705,0.200771505693999,189,32.0
5589,55.6428571428571,9.08333333333333,3.62334800404899,0.1052631578947369,4.03571428571429,0.152319920297676,484.5,0.0
5600,5.215384615384616,130.0,4.06224556078866,2.4,13.542857142857098,0.0791056167945688,13.0,48.0
5593,8.45804195804196,21.0,3.6580290444502,3.619047619047621,116.875,0.0873819539169745,488.0,40
5618,6.66666666666667,74.33333333333326,1.47183921924993,2.0,10.64583333333335,33.5,95,42
5614,55.4285714285714,141.0,2.5965052502282404,8.428571428571429,7.142857142857139,0.152319920297676,50.0,110.0
5625,27.3333333333333,143.0,2.140245029726725,1.55555555555556,10.1428571428571,0.4856704068134871,38.5,0.0
5616,5.767895109851171,24.5,5.149033980936821,1.64406779661017,0.5358851674641145,0.7539084389585079,1193,1059.0
5644,11.333333333333302,6.0,1.730203492825015,1.53125,2.0,5.0,37.5,0.0
5637,35.0810810810811,148.0,2.91322795501949,0.3571428571428571,11.7837837837838,0.152319920297676,381.0,4270.0
5659,0.37272727272727246,85.5,0.0,1.301373954599765,0.0,17.0,566,59.0
5685,63.875,31.0,1.84345727150217,4.966666666666665,2.75,0.7249311007083941,1031.5,110
5664,23.75,397.74285714285287,1.94118729943136,6.25,12.696969696969697,0.717065957465132,28.5,37.0
5692,127.914285714286,162.0,4.20333664362644,0.283482142857143,33.2,0.199331394259041,144.0,9.0
5679,101.425,140.25,3.87273345833849,3.4248120300751905,134.625,0.298320495660825,3910,38.0
5688,0.0,91.5,0.0,0.0,19.4166666666667,60.0,111.0,0
5708,74.6,47.5,0.564403535991445,11.8,24.142857142857103,0.443055238022659,227,52
5726,24.375,30.0,1.04081839290761,4.625,1.1602564102564101,0.281255739042535,55.0,618
5713,3.23076923076923,73.6666666666666,2.2211137639441203,1.65384615384615,46.15384615384621,110.0,64.5,35.0
5750,130.333333333333,2.75,1.4803011919214195,11.8375,17.3333333333333,0.75,11.5,28
5731,72.36,76.6666666666666,3.48003205127159,4.11513157894737,7.66666666666667,48.0,6730,173
5758,105.35,8.0,3.4460790052667005,5.8,17.45,0.2009429536274959,2177.0,0.0
5755,341.625,143.333333333333,2.100423648425055,14.5,1.5,0.6522597194772951,523.0,151
5791,86.4166666666667,6.33333333333333,1.2679500225899198,7.58333333333333,31.526119402985053,0.250064896,327,0.0
5766,1.6125,55.5,1.85892414062884,2.92307692307692,23.076923076923105,0.0939304386187003,352.5,1887
5838,18.92,56.33333333333335,1.42763157110731,8.66666666666667,9.66666666666667,0.0351581582799554,26.5,0
5842,15.125,187.000000000002,2.08502204532414,1.8125,30.88888888888889,42.0,5509,7
5778,15.135833333333348,167.333333333334,2.52197454665958,2.75609756097561,5.71428571428571,1.0,225.0,15
5849,0.0,8.0,1.3169070409435202,0.0869565217391304,0.5,0.96484375,83.5,0.0
5863,48.3333333333333,73.0,2.01666991936183,2.0387989203778654,13.0,0.9999999999999428,609,101.0
5873,101.8,197.0,2.36818848665262,5.4,30.9444444444444,0.0486405538200946,666.5,154
5866,113.875,187.833333333335,3.2102660129928,10.2857142857143,189.230769230769,104.0,293,18
5889,37.3333333333333,39.02083333333335,0.997920504545018,11.225,8.0,8.330571417948218e-20,17.0,2
5892,6.90625,16.0,1.8498329864623504,5.2,311.7,0.615243957838275,3747,59.5
5893,168.666666666667,173.833333333334,1.2114890401657201,24.0,22.3333333333333,262.5,223,23
5890,324.8,147.166666666667,0.821464101963729,23.16666666666665,10.0,37.5,674,0
5894,27.21428571428569,190.500000000002,0.4750591453273979,1.55714285714286,164.485714285714,0.142826685814758,484.5,3243.0
5923,189.166666666667,90.9999999999998,2.21595428409958,22.83333333333335,6.66666666666667,0.5001053830596021,28.0,0
5913,19.5833333333333,108.9166666666665,3.310765136934105,4.08333333333333,89.3333333333333,0.0516287967215651,51.0,168
5983,24.25,6.875,2.850238894735,3.5833333333333304,26.1666666666667,1.94140625,51.0,260
5951,0.7910628019323674,67.1666666666666,1.80121287314948,0.5,2.5,13.0,206.0,1071
5938,7.33333333333333,77.0,0.900578955130144,3.0,51.1666666666667,97.0,820,0.0
5986,51.0,219.0,1.370285829229315,10.4,88.3333333333333,13.0,27.5,0.0
6006,38.474358974359,31.0,3.61127457252375,1.57692307692308,71.6048780487805,0.124847630670476,7791,0.0
6033,4.611111111111111,41.5,3.33092941186037,0.6111111111111109,6.5,0.451844300522659,35.0,33.5
6000,202.0,43.5,2.14507794082013,13.833333333333302,19.3125,1.26367569579338,270.5,105
6019,20.7777777777778,219.5,2.5406906582667848,0.444444444444444,77.1111111111111,55.0,40.5,31.0
6039,5.6,45.5,2.78952401556693,0.5,13.480769230769251,28.0,858,48
6036,3.0,11.2,1.52692741262861,0.8,3.881944444444445,1.17707158884234,64.5,0.0
6074,176.25,102.25,1.12790350085491,17.125,1.5,49.5,670,2
6080,169.0,235.5,0.175565025857503,30.5,7.4436274509803955,251.0,38,38
6077,233.5,16.5,1.5307552975134502,14.0,7.33333333333333,0.525871276855469,10.0,4
6100,0.75,26.0,1.52016738806692,0.5,2.5,20.0,48.5,12.0
6103,29.25,76.8333333333336,2.9046030638158102,4.0,11.7966101694915,0.179696949988177,50.0,55
6134,3.6666666666666696,20.75,2.75646169967542,2.67204301075269,33.5384615384615,4.0,12.0,253
6090,1.766410912190965,47.5,2.9510798597890098,1.48484848484848,44.5757575757576,0.593146324157715,30.0,364
6141,1.0,53.0,0.954434002924965,1.7817460317460352,8.620137299771166,50.0,360.5,0.0
6106,64.1304347826087,49.0,2.76366728277744,4.30434782608696,925.304347826087,1.14202880859375,101.5,89.5
6143,0.8284313725490196,484.5,2.56417536906309,3.04,150.77380952380952,0.408741233361692,6425,2670
6156,51.0,11.0,2.85518088014927,6.5,6.36931818181818,0.99853515625,429,208
6149,23.1818181818182,272.333333333335,1.98246725470496,3.81818181818182,1.45454545454545,172.0,37.0,67
6166,195.666666666667,14.7,2.110204414729765,16.5,34.7777777777778,0.9296875,38.5,0.0
6216,15.8888888888889,314.08333333333246,2.56807132383961,4.183333333333335,37.77777777777779,184.0,17.0,167
6235,25.448275862069,89.6666666666666,3.310765136934105,1.7931034482758603,0.0,117.0,211.5,0.0
6170,55.2,38.476190476190496,2.58523190803706,7.4,22.5,0.179696949988177,50.0,39
6165,200.7833333333335,233.333333333334,1.55559095333005,9.07692307692308,31.61538461538461,1.0,33.0,212
6214,177.0,246.500000000001,0.684038435639042,16.8,0.25,300.0,10,1
6237,45.8333333333333,36.0,0.0,18.0,36.0,105.5,18.0,25
6244,42.54545454545449,3.0,1.0950976808066502,0.26030789825970546,24.575757575757603,0.0617004819420487,6199,70
6265,183.666666666667,86.9166666666665,0.345117314944953,26.0,29.3333333333333,76.0,745.0,43.5
6296,21.0,71.5,1.977063781815129,3.0,68.26041666666666,0.577864626142072,10.0,36.0
6272,124.411764705882,66.5,3.3339857118774,0.8257575757575755,65.64705882352939,0.09169523137051219,74.0,55
6278,59.8275862068966,245.916666666668,2.31116900474154,3.6551724137931,49.4,1.0,430.0,3695
6279,61.454545454545496,1.0,2.8669848089607,0.695652173913043,73.0,0.666666666666667,933.0,0.0
6349,403.0,31.5,1.16038800254529,35.3333333333333,28.6666666666667,6.0,18.5,40.0
6332,56.8333333333333,3.0,1.33117181536294,10.6666666666667,25.8333333333333,0.0372073290078174,29.0,462.0
6308,247.833333333333,60.8333333333335,2.6155333194863,13.666666666666698,75.6666666666667,0.388886937803609,13.0,12
6353,20.75,217.583333333335,4.25758288743415,2.18965517241379,49.64375,0.1953125,3310,727
6360,3.5,103.083333333333,1.14423237470745,1.0,4.75,0.4106668617414845,36.0,34.0
6361,8.66666666666667,6.0,1.80032266449009,3.6666666666666696,13.0,1.875,17.0,1
6383,178.0,61.0,0.0,28.0,4.02173913043478,52.0,13.0,0.0
6465,157.666666666667,52.7000000000001,2.51186391573873,8.26666666666667,70.2,0.0834900296755023,78.5,34
6467,37.7937062937063,0.0,2.3443980582284905,5.66666666666667,51.4444444444444,40.0,31.0,0.0
6358,25.7285714285714,107.0,4.58425089895095,1.27142857142857,60.57142857142861,0.211633671514788,402.0,462.0
6448,3.77777777777778,0.5,3.2341872050324905,5.345238095238095,96.88888888888891,0.666666666666667,43,49
6504,164.636363636364,94.1666666666666,2.74419985626863,9.63636363636364,24.6923076923077,0.8374400921268779,251,67.5
6509,27.1666666666667,79.3333333333333,2.15123856779174,3.1666666666666696,5.76388888888889,0.577864626142072,216.5,130
6523,0.0,3.0,1.3251318452515402,0.7607018417122949,0.0,0.875,180.0,0
6407,4.85714285714286,93.3333333333333,2.75968928696044,0.283482142857143,17.2058823529412,112.0,773,18.5
6542,66.64285714285711,28.5,4.37869388313367,0.22199413489736045,8.872357723577242,14.0,487.0,534
6625,48.2727272727273,8.0,2.36665961818363,5.90909090909091,13.401785714285701,0.829249607553902,161.0,2
6587,12.4,13.75,1.38239412654412,2.8,329.6,37.5,195.5,3
6597,57.55952380952381,36.5,4.6577553666262,5.8,145.545454545455,0.161043557562948,2182,635.0
6688,3.0,83.0,0.714015280437867,1.0,1.95648148148148,7.0,11.0,22
6639,5.215384615384616,10.0,2.51532096701114,1.72727272727273,252.26315789473705,2.3841857910156202e-07,140.5,65
6682,31.9117647058824,94.5833333333332,3.74963575434418,2.35294117647059,177.714285714286,0.9999999999999428,53.0,13.0
6798,10.6666666666667,6.875,2.19718278575091,3.3333333333333304,301.490909090909,0.593475341796875,148.0,76
6718,1.85714285714286,30.533333333333307,2.3643010620329,1.3529411764705903,46.6470588235294,0.0735245347316617,287.0,2637
6805,17.0,135.41666666666652,2.13887939439283,5.6,226.6944444444445,0.216772079467773,80.0,14
5573,86.1,142.333333333333,0.0,38.0,27.2272727272727,200.0,7.0,1.0
6763,6.90625,12.5,3.15768747074819,1.08,265.6,3.909051883965731e-06,130.0,131.5
6295,33.3333333333333,67.1666666666666,1.58366488797473,9.57777777777778,120.666666666667,0.0663771230413118,53,1.0
6202,367.5,244.333333333334,0.0321392543385583,25.0,0.235294117647059,1.0,351.0,3.0
5928,58.31578947368421,37.0,1.08514711656884,11.875,16.0,0.5778646261387621,88,1.0
5611,122.454545454545,159.5,1.8057970548519704,8.09090909090909,58.11805555555555,0.576171875,206,1.0
6072,415.75,24.0,0.699641586286034,27.0,70.975,1.06292349100113,2.0,5.0
6176,44.5,401.6666666666655,0.463309318817055,5.150375939849624,0.0,0.909782448125224,76.0,1.0
6294,8.5,48.83333333333335,0.98623253507245,1.5,0.0769230769230769,1.8984375,49.5,9
6673,70.7058823529412,45.50000000000011,1.7015033171604501,5.35294117647059,84.82352941176471,0.10428203692606769,35.0,1.0
6545,9.0,35.9285714285714,1.1655183156861002,1.75,59.568181818181806,0.0,38.5,1.0
5739,39.47,78.5,5.39440418154678,1.21,142.363636363636,0.42077304941066895,4618,2.0
6409,210.4,7.0,0.531340014180167,39.0,35.0,1.8984375,2.0,7.0
5949,319.142857142857,140.88333333333298,1.12790350085491,11.0,37.1428571428571,42.0,251,2.0
6047,21.4758064516129,14.5,1.61198649472181,0.6035714285714285,12.0,1.00283050537109,72.0,2.0
6032,33.1111111111111,222.0,2.64149439214088,3.5714285714285694,7.7,0.152319920297676,1242.0,2.0
6401,5.5,35.9285714285714,0.0321392543385583,0.9945054945054945,129.0,0.0,17.0,0.0
6584,7.33333333333333,93.8333333333332,0.4323302086446579,3.0,77.5714285714286,138.5,7.0,3.0
5619,27.2,76.4999999999999,0.0,11.4285714285714,30.59032258064515,3.0,3.0,1
5989,97.0,201.416666666668,2.23944726143614,4.71428571428571,15.38104838709675,0.8432006207258379,27.5,3.0
6578,114.333333333333,95.8333333333332,2.60663665162284,3.76470588235294,159.78362573099452,0.0351574420928955,2212,389
5571,498.0,64.5,1.19124688707043,44.5,4.405882352941175,12.0,3.0,16
6437,53.7692307692308,44.0,1.8553885422075305,4.394444444444446,0.0,43.0,103.5,3.0
5687,3.3333333333333304,191.5,1.5696670098234902,0.666666666666667,8.872357723577242,0.847108694371853,26.5,3.0
5518,1.35185185185185,104.0,0.4631291416307271,0.5,1.0,107.5,365.0,4.0
6362,58.8,1.0,1.54515219719895,7.36363636363636,18.75,0.115226340890338,921,0.0
5762,50.05,73.0,4.42672775991771,1.95,71.05,5.0,93.0,5.0
6043,162.571428571429,209.000000000002,1.2296456098159,26.0,12.26785714285715,0.4589942991924199,4.0,18
5780,29.695652173913,30.0,4.22266085733392,0.148148148148148,0.127659574468085,0.579919489016072,495.0,220.5
6231,27.66025641025645,22.8,1.52635295944087,3.8,44.6,9.0,5.0,3
5524,21.8333333333333,107.0,1.09746897083491,3.6666666666666696,15.5217391304348,0.515625,33.0,6.0
5525,4.91176470588235,65.5,3.75823573836285,0.21203208556149694,34.25,94.0,66.0,6.0
5675,36.6,23.5,3.61657856351973,2.5720823798626995,33.36,81.0,212.5,6.0
5612,3.55555555555556,139.0,0.985228136034252,3.5,123.5,1.095703125,38.5,6.0
6282,38.366666666666646,37.5,1.56188049010189,9.33333333333333,19.4166666666667,35.0,36.5,6.0
6329,43.75,88.6666666666666,1.41204733761435,8.28571428571429,66.74107142857144,103.0,19.5,1.0
6365,9.5,98.8333333333333,1.27039005151858,2.25,19.5,195.0,355.5,1.0
5655,10.2184210526316,70.3333333333332,3.3643120062388503,3.22222222222222,0.1590909090909089,0.9322080007166105,957,10.0
5740,2.42857142857143,174.5,3.1693332100328098,0.7857142857142858,1.5,0.847108694371853,88.0,7.0
5811,75.55555555555559,22.5,2.03534330200634,8.888888888888891,220.27272727272705,1.3125,7.0,29
6342,165.0,61.5833333333335,1.3407862005346,10.857142857142902,0.333333333333333,0.0539245456454391,20.5,0.0
5516,3.44117647058824,182.333333333335,3.95788361042762,0.555555555555556,1.67156862745098,0.4589942991605539,61.5,8.0
6046,59.8537931034483,236.75,1.55081644623424,22.3333333333333,99.0,275.0,24.5,7.0
5577,256.5,43.16666666666665,1.0950976808066502,11.166666666666698,4.2,0.0097732543945313,118,34
5711,8.0,183.166666666668,1.50567526773163,1.19375,17.25,0.847108694371853,21.5,55.0
5757,50.22222222222221,179.333333333335,3.79969619370575,2.68571428571429,75.8,96.0,59.5,8.0
5942,10.6547619047619,190.75,1.69650744318916,5.571428571428571,30.285714285714302,0.5,18.0,12
5996,9.0,40.5,2.13076727095897,0.240835464620631,30.1666666666667,1.28784195978653,28.0,84
6209,0.225,1.0,2.06566861756839,0.0,0.0,0.0,8.0,10.0
5633,164.5,164.833333333334,2.01726609485788,7.466666666666669,14.6794871794872,0.2,1903,31.0
6222,31.12,89.3333333333333,3.90598609551683,4.825757575757575,38.56,97.0,66.0,8.0
5911,90.5,208.5,0.780291191047849,11.4285714285714,37.10795454545455,0.40874123359453,234,29
6422,6.5,39.875,0.990279605549676,4.5,242.0,0.279296875,37.5,8.0
5484,94.7222222222222,27.0,3.93291710652451,6.1,70.975,0.2912288000002619,83.5,11.0
5474,119.4666666666665,14.41666666666665,3.43116645275629,4.5,44.5,0.847108694371853,70.0,15.0
6779,78.7207792207792,1.75,1.93211704731867,6.2,96.8730158730159,0.5625,1858,17
5499,139.666666666667,180.333333333334,1.49341522921556,10.3333333333333,121.9,0.4259202106309289,44.5,181.5
5480,165.90476190476198,96.0,0.3159971329784249,12.875,35.4285714285714,0.156435154378654,484.5,28
5494,35.77777777777779,37.25,1.9904089463363752,3.7333333333333294,35.758064516129,1.00000002235653,2542,365
5519,33.6666666666667,105.0,1.15794698172897,7.55555555555556,36.8333333333333,37.5,16.0,72
5532,1.75735294117647,109.0,1.73685364816106,1.16666666666667,0.952380952380952,0.4087412333616981,27.5,118.0
5531,68.625,154.0,2.72127426884693,8.625,5.375,0.463109525498002,28.0,19.5
5558,200.7833333333335,5.33333333333333,2.21240087451065,6.3125,17.1794871794872,0.4399988638917371,79.5,139
5547,25.2413793103448,116.0,1.1057002659008102,3.8,11.0,0.4087412333616981,16.0,9.0
5599,2.93212669683258,129.0,3.287894903625049,0.9860309182343081,0.952380952380952,0.408741233361692,108.0,66
5586,35.4705882352941,54.75,2.9196436734153,3.44444444444444,142.363636363636,0.9415847078979824,2826,0.0
5560,3.77777777777778,51.5,2.60526240912068,2.84615384615385,113.846153846154,0.116785038259358,264.0,46.5
5588,32.8125,125.0,3.9321330391705698,3.35714285714286,83.6666666666667,0.0791056167945688,418.0,57.5
5568,5.53846153846154,161.166666666667,4.68702091368153,2.3,104.366666666667,1.0255126953125,803,1097.0
5615,139.6,131.5,1.02890838440976,17.0,45.48076923076925,136.0,169.0,9
5561,41.1666666666667,182.666666666668,3.2517845072328653,0.240835464620631,22.4166666666667,0.4589942991924199,151.5,0.0
5630,1.2287581699346402,70.5,1.9536277014624093,0.0,4.441558441558441,4.5,254.5,0
5627,118.2916666666665,144.0,1.14066059878666,18.0,2.05882352941176,1.05619253525669,37.0,0.0
5641,132.75,163.166666666667,1.65525847572371,17.0,7.158333333333335,54.5,366.0,11
5648,84.875,210.0,0.851466987010468,18.0,25.04391672088485,94.0,31.0,3
5645,113.083333333333,75.2500000000001,2.9977675354567794,8.58333333333333,31.1666666666667,0.376722736114439,368.5,20
5656,164.75,71.5,1.3305165242534152,8.633333333333335,4.0,0.0349946854944394,80.5,63
5658,25.88888888888889,27.25,1.7520671128356695,5.111111111111111,12.2222222222222,1.076171875,160.5,96
5651,49.8333333333333,191.25,1.60410374755938,8.5,3.3125,216.0,30.0,7
5672,248.0,46.0,1.15799856648921,13.833333333333302,6.66666666666667,0.111111111111111,38.0,35
5676,62.1875,69.0,3.241625582762035,4.9375,86.175,59.0,63.5,66
5678,93.5,58.0,0.7704530146544895,3.7272727272727297,0.952380952380952,0.513741882923094,7221,494.5
5677,5.31456043956044,74.5,4.8421997293484695,1.61111111111111,23.5764119601329,0.4259202106309289,104.0,642
5699,2.4166666666666696,48.0,3.2758317241920296,0.4375,13.04864253393665,36.5,3713,481.0
5714,80.33333333333334,95.5,4.734396793521425,0.277777777777778,7.1,23.0,71.0,497
5720,11.066666666666698,74.4999999999999,3.554255916766,1.9473684210526296,49.2666666666667,69.0,45.5,119
5710,49.690476190476204,0.6,1.26502836776269,13.666666666666698,10.6666666666667,0.0769210747081081,13.0,8
5684,24.7272727272727,59.75,2.34011591194716,3.09090909090909,6.16666666666667,42.0,37.5,240
5723,10.2184210526316,118.25,3.44180593956515,4.21052631578947,7.158333333333335,0.7523346030744791,143.0,0.0
5728,15.2111111111111,111.5,1.07613081105052,4.5,2.0,161.0,155,19
5730,79.3333333333333,112.5833333333335,3.36568399396155,3.04545454545455,25.1818181818182,0.329106827518748,103.5,344
5733,4.8,0.0,3.88431930883633,0.9945054945054945,588.6875,0.0,91.0,193
5782,0.0,145.166666666667,0.970950594454669,0.0,8.28571428571429,3.0,9.0,38.0
5756,4.33333333333333,49.0,3.122537127605615,5.58333333333333,19.0,43.0,56.5,0.0
5759,64.5217391304348,183.0,3.40828297275435,4.08695652173913,0.272727272727273,164.5,56.5,10.0
5777,14.666666666666698,185.0,2.13076727095897,3.55555555555556,13.1111111111111,101.0,47.0,64
5787,22.25,163.58333333333348,1.00632255855446,8.708333333333336,3.0,0.0351581582799554,29.0,0.0
5794,73.75,127.0,1.42198498830798,12.26785714285715,19.0,144.0,28.0,3
5789,12.05,34.0,2.952184364769875,1.75,9.3,0.577864622697234,56.5,86.5
5796,28.3939393939394,75.6666666666665,1.7506457956810246,1.9610194902548703,198.6,1.71232806411219,3601,252.0
5807,12.5,30.0,3.1801069149585253,0.6525862068965516,5.8461538461538485,0.167328388719552,426.5,39
5797,37.47727272727275,77.6666666666665,2.6943308142642906,3.346666666666665,10.6666666666667,1.71232806411219,2374.0,1129
5839,120.2,141.616666666666,3.16595732094917,0.26030789825970546,37.9,44.0,71.0,34
5829,22.5238095238095,91.5,5.4779437699796105,0.230550284629981,4.6125,0.0185162178313623,387.0,4270.0
5809,75.45,138.333333333333,1.48356642995442,12.366666666666651,12.0,150.0,344.0,0.0
5843,4.811764705882355,79.52500000000009,3.71706158431688,1.68181818181818,36.7727272727273,138.0,5664,102.5
5808,129.833333333333,90.5,4.39169232362989,6.30952380952381,7.45,0.0349946854944394,20.5,31
5853,111.25,123.333333333333,2.55491701558693,4.81818181818182,22.58358662613985,0.11675058084875,53.0,89
5846,139.8,6.0,2.67606430094945,9.154761904761905,0.5,0.535408381244762,1134,62
5823,9.5,3.75,2.34011591194716,0.666666666666667,40.8333333333333,1.26367569578724,208,9.0
5847,120.5,142.2,2.51631926307395,5.605555555555556,14.5714285714286,0.46592,3043,9
5848,107.9444444444445,143.2,2.37539987422773,8.428571428571429,0.25,0.4124385330698211,1179,21
