feature,value,importance,min,max,rule,importance_ratio
la,275,0.1931594693813315,0.0,9967.0,84.0282927507917 < la <= 365.51333961421346,0.36655036086267223
age,113.846153846154,-0.11176433691534401,0.0,1802.57575757576,age > 69.52400163186547,0.21209034255017498
ndev,2.84615384615385,0.06410240618885354,0.0,85.0,2.5023760523392813 < ndev <= 5.611071733620127,0.12164436046520213
arexp,51.5,-0.04998122608750551,0.0,863.416666666674,29.06684573493311 < arexp <= 89.32970282086927,0.09484720846155219
ld,72,-0.03843930307122233,0.0,8658.0,ld > 66.48932766977154,0.07294460094136052
