,score,project,explainer,model
5283,0.0,apache_activemq,LIME,CatB
5236,0.0,apache_activemq,LIME,CatB
5015,0.0,apache_activemq,LIME,CatB
5444,0.0,apache_activemq,LIME,CatB
5398,0.0,apache_activemq,LIME,CatB
4911,0.0,apache_activemq,LIME,CatB
5129,0.0,apache_activemq,LIME,CatB
5002,0.0,apache_activemq,LIME,CatB
4907,0.0,apache_activemq,LIME,CatB
4913,0.0,apache_activemq,LIME,CatB
5441,0.0,apache_activemq,LIME,CatB
5257,0.0,apache_activemq,LIME,CatB
5094,0.0,apache_activemq,LIME,CatB
5321,0.0,apache_activemq,LIME,CatB
4978,0.0,apache_activemq,LIME,CatB
5481,0.0,apache_activemq,LIME,CatB
4961,0.0,apache_activemq,LIME,CatB
5180,0.0,apache_activemq,LIME,CatB
4974,0.0,apache_activemq,LIME,CatB
5250,0.0,apache_activemq,LIME,CatB
4905,0.0,apache_activemq,LIME,CatB
4914,0.0,apache_activemq,LIME,CatB
4908,0.0,apache_activemq,LIME,CatB
5564,0.0,apache_activemq,LIME,CatB
5438,0.0,apache_activemq,LIME,CatB
5319,0.0,apache_activemq,LIME,CatB
5171,0.0,apache_activemq,LIME,CatB
5379,0.0,apache_activemq,LIME,CatB
5478,0.0,apache_activemq,LIME,CatB
5249,0.0,apache_activemq,LIME,CatB
4919,0.0,apache_activemq,LIME,CatB
5437,0.0,apache_activemq,LIME,CatB
5170,0.0,apache_activemq,LIME,CatB
5060,0.0,apache_activemq,LIME,CatB
4971,0.0,apache_activemq,LIME,CatB
5052,0.0,apache_activemq,LIME,CatB
5014,0.0,apache_activemq,LIME,CatB
5245,0.0,apache_activemq,LIME,CatB
4965,0.0,apache_activemq,LIME,CatB
5028,0.0,apache_activemq,LIME,CatB
5027,0.0,apache_activemq,LIME,CatB
5594,0.0,apache_activemq,LIME,CatB
5294,0.0,apache_activemq,LIME,CatB
5163,0.0,apache_activemq,LIME,CatB
5138,0.0,apache_activemq,LIME,CatB
5416,0.0,apache_activemq,LIME,CatB
5499,0.0,apache_activemq,LIME,CatB
5466,0.0,apache_activemq,LIME,CatB
5684,0.0,apache_activemq,LIME,CatB
5706,0.0,apache_activemq,LIME,CatB
5386,0.0,apache_activemq,LIME,CatB
5770,0.0,apache_activemq,LIME,CatB
5634,0.0,apache_activemq,LIME,CatB
5774,0.0,apache_activemq,LIME,CatB
5729,0.0,apache_activemq,LIME,CatB
5811,0.0,apache_activemq,LIME,CatB
5817,0.0,apache_activemq,LIME,CatB
5784,0.0,apache_activemq,LIME,CatB
5599,0.0,apache_activemq,LIME,CatB
5631,0.0,apache_activemq,LIME,CatB
5717,0.0,apache_activemq,LIME,CatB
5988,0.0,apache_activemq,LIME,CatB
5871,0.0,apache_activemq,LIME,CatB
5790,0.0,apache_activemq,LIME,CatB
5909,0.0,apache_activemq,LIME,CatB
6003,0.0,apache_activemq,LIME,CatB
5863,0.0,apache_activemq,LIME,CatB
5985,0.0,apache_activemq,LIME,CatB
5918,0.0,apache_activemq,LIME,CatB
19312,0.0,apache_camel,LIME,CatB
18682,0.0,apache_camel,LIME,CatB
19634,0.0,apache_camel,LIME,CatB
18909,0.0,apache_camel,LIME,CatB
18376,0.0,apache_camel,LIME,CatB
20249,0.0,apache_camel,LIME,CatB
18803,0.0,apache_camel,LIME,CatB
21445,0.0,apache_camel,LIME,CatB
19102,0.0,apache_camel,LIME,CatB
20370,0.0,apache_camel,LIME,CatB
19142,0.0,apache_camel,LIME,CatB
20570,0.0,apache_camel,LIME,CatB
19073,0.0,apache_camel,LIME,CatB
22227,0.0,apache_camel,LIME,CatB
19000,0.0,apache_camel,LIME,CatB
22089,0.0,apache_camel,LIME,CatB
19565,0.0,apache_camel,LIME,CatB
18896,0.0,apache_camel,LIME,CatB
18915,0.0,apache_camel,LIME,CatB
20030,0.0,apache_camel,LIME,CatB
21395,0.0,apache_camel,LIME,CatB
6555,0.0,apache_cassandra,LIME,CatB
6551,0.0,apache_cassandra,LIME,CatB
6643,0.0,apache_cassandra,LIME,CatB
6547,0.0,apache_cassandra,LIME,CatB
6728,0.0,apache_cassandra,LIME,CatB
6807,0.0,apache_cassandra,LIME,CatB
6853,0.0,apache_cassandra,LIME,CatB
6843,0.0,apache_cassandra,LIME,CatB
6907,0.0,apache_cassandra,LIME,CatB
7182,0.0,apache_cassandra,LIME,CatB
7193,0.0,apache_cassandra,LIME,CatB
7325,0.0,apache_cassandra,LIME,CatB
7377,0.0,apache_cassandra,LIME,CatB
7413,0.0,apache_cassandra,LIME,CatB
7752,0.0,apache_cassandra,LIME,CatB
6567,0.0,apache_cassandra,LIME,CatB
6563,0.0,apache_cassandra,LIME,CatB
6586,0.0,apache_cassandra,LIME,CatB
6593,0.0,apache_cassandra,LIME,CatB
6533,0.0,apache_cassandra,LIME,CatB
6580,0.0,apache_cassandra,LIME,CatB
6553,0.0,apache_cassandra,LIME,CatB
6612,0.0,apache_cassandra,LIME,CatB
6595,0.0,apache_cassandra,LIME,CatB
6657,0.0,apache_cassandra,LIME,CatB
6660,0.0,apache_cassandra,LIME,CatB
6671,0.0,apache_cassandra,LIME,CatB
6678,0.0,apache_cassandra,LIME,CatB
6718,0.0,apache_cassandra,LIME,CatB
6719,0.0,apache_cassandra,LIME,CatB
6750,0.0,apache_cassandra,LIME,CatB
6683,0.0,apache_cassandra,LIME,CatB
6632,0.0,apache_cassandra,LIME,CatB
6797,0.0,apache_cassandra,LIME,CatB
6845,0.0,apache_cassandra,LIME,CatB
6887,0.0,apache_cassandra,LIME,CatB
6896,0.0,apache_cassandra,LIME,CatB
6855,0.0,apache_cassandra,LIME,CatB
6916,0.0,apache_cassandra,LIME,CatB
6894,0.0,apache_cassandra,LIME,CatB
6933,0.0,apache_cassandra,LIME,CatB
6961,0.0,apache_cassandra,LIME,CatB
6861,0.0,apache_cassandra,LIME,CatB
6992,0.0,apache_cassandra,LIME,CatB
6966,0.0,apache_cassandra,LIME,CatB
6979,0.0,apache_cassandra,LIME,CatB
6991,0.0,apache_cassandra,LIME,CatB
7007,0.0,apache_cassandra,LIME,CatB
7054,0.0,apache_cassandra,LIME,CatB
7129,0.0,apache_cassandra,LIME,CatB
7217,0.0,apache_cassandra,LIME,CatB
7271,0.0,apache_cassandra,LIME,CatB
7250,0.0,apache_cassandra,LIME,CatB
