project,test_idx,distance
apache_activemq,4905,0.21339085348468945
apache_activemq,4911,0.39403963569753414
apache_activemq,4914,0.15470856997373403
apache_activemq,4919,0.1303064210369838
apache_activemq,4961,8.21820421625832
apache_activemq,4965,1.4710240422993084
apache_activemq,4971,0.0028563783672980415
apache_activemq,4974,0.8488709584237251
apache_activemq,4978,0.579933870583704
apache_activemq,4987,0.6516539196949505
apache_activemq,4993,0.19431031242759428
apache_activemq,5002,1.2697983086387468
apache_activemq,5027,0.9610796739704477
apache_activemq,5028,1.5616660171537913
apache_activemq,5049,0.020634007861389005
apache_activemq,5051,0.04498271328707356
apache_activemq,5052,0.12251775712547035
apache_activemq,5057,0.020632133950243773
apache_activemq,5060,1.7886703197791625
apache_activemq,5077,0.021395649071992814
apache_activemq,5087,0.03279842947190588
apache_activemq,5089,0.01760005805052227
apache_activemq,5090,0.05488997209888958
apache_activemq,5094,0.1485921849005674
apache_activemq,5129,0.7246970999858291
apache_activemq,5138,0.33150981504680344
apache_activemq,5169,0.07470538153763032
apache_activemq,5170,0.1196548780407421
apache_activemq,5171,2.724668014688797
apache_activemq,5180,0.03051653812443281
apache_activemq,5187,0.13261689857905815
apache_activemq,5214,0.1051764443261052
apache_activemq,5236,1.3716479202391778
apache_activemq,5245,0.12270336643364073
apache_activemq,5249,3.706870390413988
apache_activemq,5250,0.20805730805653364
apache_activemq,5251,0.07024845547559626
apache_activemq,5257,0.2385125749731654
apache_activemq,5274,0.2553032333593511
apache_activemq,5283,1.9037570753839546
apache_activemq,5294,0.7582434046728963
apache_activemq,5299,1.470160568143951
apache_activemq,5319,0.44123535241940104
apache_activemq,5321,0.11889914974837029
apache_activemq,5322,0.0762130718334028
apache_activemq,5337,0.913644062686594
apache_activemq,5356,0.05336105394658509
apache_activemq,5379,14.588420292268255
apache_activemq,5386,0.18291183866093413
apache_activemq,5389,0.08876808396495596
apache_activemq,5390,1.103449618095806
apache_activemq,5416,5.131077366443267
apache_activemq,5424,0.22711300534030818
apache_activemq,5437,2.681556949564998
apache_activemq,5438,0.6210551537899197
apache_activemq,5441,1.7079355745362763
apache_activemq,5444,2.6693740289674057
apache_activemq,5466,0.6942402389079569
apache_activemq,5481,2.7909542872324447
apache_activemq,5486,0.8284123917257327
apache_activemq,5499,0.20955630000213962
apache_activemq,5523,0.1196559941551388
apache_activemq,5528,0.0739365880937558
apache_activemq,5564,0.3858240495013108
apache_activemq,5577,0.05412754559731525
apache_activemq,5583,0.31254524723136384
apache_activemq,5585,0.03736398800321187
apache_activemq,5594,1.169870025715709
apache_activemq,5599,0.9611115911602673
apache_activemq,5630,0.296427585891178
apache_activemq,5634,0.03736937967914928
apache_activemq,5684,0.9946286188754819
apache_activemq,5706,3.095312766993341
apache_activemq,5717,0.21263163322117412
apache_activemq,5729,0.026713141452104218
apache_activemq,5760,0.3398520239143547
apache_activemq,5770,0.7415381742609362
apache_activemq,5774,0.19278560141704304
apache_activemq,5784,1.1943444891668087
apache_activemq,5790,0.2941389628428139
apache_activemq,5811,0.4191741969936081
apache_activemq,5815,0.020636436380340156
apache_activemq,5817,0.16232676599967166
apache_activemq,5859,0.06173702414276641
apache_activemq,5871,0.05564265123081618
apache_activemq,5909,0.18366823768394983
apache_activemq,5918,0.05103452944969882
apache_activemq,5936,0.02367621461136364
apache_activemq,5985,1.4633389107227628
apache_activemq,5988,1.7459127243644381
apache_activemq,6003,0.34062500141476626
apache_camel,18376,0.7277488414323455
apache_camel,18896,12.834312777748906
apache_camel,18909,1.837369241183703
apache_camel,18915,6.737816038402073
apache_camel,19000,4.846251965269414
apache_camel,19102,0.3467558486602311
apache_camel,19125,0.011546791955245933
apache_camel,19142,0.682812986361604
apache_camel,19184,1.3420120914944633
apache_camel,19236,2.865305912181249
apache_camel,19565,0.6835859713976061
apache_camel,19634,0.24462339147884113
apache_camel,20180,0.9982343509814164
apache_camel,20249,1.8147499055152396
apache_camel,20570,3.2141750178916855
apache_camel,21395,1.1004292622546952
apache_camel,21445,0.1958327920139079
apache_camel,21934,0.07317543102334752
apache_camel,22227,0.1958365126396515
apache_cassandra,6527,0.22255221924797328
apache_cassandra,6529,0.23548801805451686
apache_cassandra,6530,0.9992122301713128
apache_cassandra,6531,0.20345487708134388
apache_cassandra,6532,1.1117893778470798
apache_cassandra,6533,0.20502032803256945
apache_cassandra,6537,0.11658854821276067
apache_cassandra,6540,0.21340496715157228
apache_cassandra,6543,0.14709917966688824
apache_cassandra,6544,0.5227892926721055
apache_cassandra,6545,2.066932556618868
apache_cassandra,6546,0.7964365276149029
apache_cassandra,6547,0.07241144575025779
apache_cassandra,6550,0.6394702978102571
apache_cassandra,6551,0.08154367128204934
apache_cassandra,6553,0.04802270181720001
apache_cassandra,6555,0.6158395423290576
apache_cassandra,6556,0.06325749149350149
apache_cassandra,6559,1.6408136396119988
apache_cassandra,6563,0.10594845679993756
apache_cassandra,6564,0.014566220517638118
apache_cassandra,6569,4.151504382896406
apache_cassandra,6580,0.07317292565552115
apache_cassandra,6581,0.8620302343138069
apache_cassandra,6582,0.19583755325216515
apache_cassandra,6584,0.013056846087674366
apache_cassandra,6585,0.5038112374009717
apache_cassandra,6586,0.21107102985055928
apache_cassandra,6587,0.0018865429007441535
apache_cassandra,6590,0.039326933135454274
apache_cassandra,6593,0.0017439842676192287
apache_cassandra,6594,0.33986581202721267
apache_cassandra,6596,0.025191774196671308
apache_cassandra,6599,1.733609627942666
apache_cassandra,6604,2.864950369268891
apache_cassandra,6608,0.19968438668816768
apache_cassandra,6610,0.039654592107471714
apache_cassandra,6611,4.539575966038516
apache_cassandra,6612,0.40318706563540946
apache_cassandra,6619,0.05564060198537994
apache_cassandra,6620,3.4729075620550924
apache_cassandra,6621,1.665263186753788
apache_cassandra,6632,0.01203475026631107
apache_cassandra,6637,0.07087413702117563
apache_cassandra,6638,0.46488395440031755
apache_cassandra,6639,0.49305827027609334
apache_cassandra,6642,0.9625303189717652
apache_cassandra,6643,2.015635044748883
apache_cassandra,6644,0.5510506362603952
apache_cassandra,6646,2.248442148078571
apache_cassandra,6656,0.7171824458569375
apache_cassandra,6659,0.27663900966911004
apache_cassandra,6670,1.888625076726105
apache_cassandra,6671,0.026715376467243184
apache_cassandra,6672,0.9640007654281775
apache_cassandra,6675,0.12115355573354829
apache_cassandra,6681,1.8768977249316234
apache_cassandra,6682,0.012305712840046055
apache_cassandra,6683,0.05564674209511917
apache_cassandra,6690,0.01608119212020246
apache_cassandra,6691,0.19129214457770902
apache_cassandra,6692,0.03737145148855862
apache_cassandra,6696,0.043461342838437445
apache_cassandra,6700,0.1676477492174761
apache_cassandra,6707,0.041703800548227546
apache_cassandra,6710,0.19129214457770902
apache_cassandra,6718,0.22404643604541083
apache_cassandra,6728,1.1508956013254272
apache_cassandra,6732,0.24310274987965658
apache_cassandra,6733,0.22784002297497014
apache_cassandra,6734,0.21262812058807234
apache_cassandra,6745,0.06707311599800059
apache_cassandra,6750,0.06326437660659098
apache_cassandra,6755,0.13793262130134745
apache_cassandra,6758,3.2195055894483855
apache_cassandra,6765,0.3756926981983648
apache_cassandra,6766,0.2858016072578279
apache_cassandra,6772,5.0904252355798425
apache_cassandra,6773,0.836034747382027
apache_cassandra,6775,0.10289521844283907
apache_cassandra,6776,0.06326140110587287
apache_cassandra,6778,0.9961779787813753
apache_cassandra,6781,0.7018451000325774
apache_cassandra,6784,0.589163065105412
apache_cassandra,6791,0.12725584233486814
apache_cassandra,6794,1.3244106254421744
apache_cassandra,6795,0.7644405774748515
apache_cassandra,6797,0.0041717249258654025
apache_cassandra,6798,0.03432636662231119
apache_cassandra,6802,0.9183544199732391
apache_cassandra,6814,0.700381725131118
apache_cassandra,6818,0.8885064471579462
apache_cassandra,6819,1.1005543688574682
apache_cassandra,6825,0.022162555133462596
apache_cassandra,6829,3.374020982748711
apache_cassandra,6832,1.882173634018572
apache_cassandra,6834,0.5952435236138242
apache_cassandra,6841,0.17526311831672
apache_cassandra,6843,0.028235998072103093
apache_cassandra,6845,0.20197406416942193
apache_cassandra,6846,0.2522387159871319
apache_cassandra,6847,0.07545276646746582
apache_cassandra,6851,0.5403326363512823
apache_cassandra,6853,0.03812572346488446
apache_cassandra,6855,0.11811035658740714
apache_cassandra,6859,0.014567328826440192
apache_cassandra,6861,0.3048665112446862
apache_cassandra,6877,0.03432414879885498
apache_cassandra,6881,0.22402708861292495
apache_cassandra,6886,0.025196226378382775
apache_cassandra,6887,0.02063365302931437
apache_cassandra,6890,2.035383156239642
apache_cassandra,6891,0.046500253261727555
apache_cassandra,6894,0.020644379115156195
apache_cassandra,6896,0.09679481699773382
apache_cassandra,6898,1.8527043935122194
apache_cassandra,6903,0.4122492832316861
apache_cassandra,6905,0.06783634915902834
apache_cassandra,6907,0.09373367984763907
apache_cassandra,6910,0.011545858282381267
apache_cassandra,6913,0.30938754856956074
apache_cassandra,6915,0.874079184155056
apache_cassandra,6916,0.0041720848894878865
apache_cassandra,6918,1.8524629155576648
apache_cassandra,6919,0.07544662363694403
apache_cassandra,6922,0.07239736462857539
apache_cassandra,6927,1.8236574607726332
apache_cassandra,6929,0.10744994043209513
apache_cassandra,6930,0.11050505165414325
apache_cassandra,6933,0.8375170995078693
apache_cassandra,6935,0.3924293014889024
apache_cassandra,6936,0.367342900470787
apache_cassandra,6937,0.363521816799464
apache_cassandra,6945,1.14224791162505
apache_cassandra,6948,0.09221048146432015
apache_cassandra,6951,0.06935040156623974
apache_cassandra,6952,0.009292764859687887
apache_cassandra,6953,0.10592182805050228
apache_cassandra,6957,0.25150425309906616
apache_cassandra,6958,0.08002389279172291
apache_cassandra,6959,1.6833943059468335
apache_cassandra,6961,0.12116981929948495
apache_cassandra,6963,0.12116051832203056
apache_cassandra,6964,0.4739972270004148
apache_cassandra,6966,0.016081006080673282
apache_cassandra,6968,0.16843948727968006
apache_cassandra,6970,0.06707904999243675
apache_cassandra,6972,1.216406679767492
apache_cassandra,6975,0.31095945783058143
apache_cassandra,6979,0.037363432847068445
apache_cassandra,6980,0.037363432847068445
apache_cassandra,6984,1.2513057204543587
apache_cassandra,6989,0.0762097402605418
apache_cassandra,6990,0.624077271935615
apache_cassandra,6991,0.0070598583163877715
