score_explainer,score_cf,diff_explainer_minus_cf
6.147447775897477,0.42044019952676087,5.727007576370716
12.971796345559845,0.7763616114629663,12.195434734096878
9.08113664021559,0.30481883933118403,8.776317800884406
5.582418963163195,0.2567380341898233,5.325680928973371
34.720990738335594,16.191573707880035,18.52941703045556
8.105833073533624,2.8982467240158782,5.2075863495177455
5.117063752121819,0.004504768657669578,5.112558983464149
5.588032219343322,1.6724763906880284,3.915555828655294
9.662263884489956,1.1426136911348015,8.519650193355154
5.333387698908989,1.283917422052978,4.0494702768560105
4.258174955527852,0.38284626933534993,3.875328686192502
6.739195009473418,2.50179054184722,4.237404467626198
10.547142213907174,1.8935509235159036,8.65359129039127
19.577396999098447,3.0768300753865394,16.500566923711908
7.119952743263798,0.04054008783955816,7.07941265542424
6.640839576924652,0.08858981096604392,6.552249765958607
5.708109873861881,0.1250873585072627,5.583022515354618
4.996202738736358,0.04053638276745622,4.955666355968901
11.08538569419957,3.5240752341604256,7.561310460039143
3.9838078664450918,0.04204580394256653,3.941762062502525
5.526550131003999,0.06455982257952639,5.461990308424473
5.021883547981435,0.03453772928884968,4.987345818692585
4.243514858369988,0.10812101246597018,4.135393845904018
5.6747179909485554,0.2927675226527471,5.381950468295808
11.458132936780986,1.4278278882875315,10.030305048493455
8.773462903253478,0.6531636565830228,8.120299246670456
2.025348550912213,0.14717571896690124,1.8781728319453117
3.38993564111688,0.23575029514608375,3.154185345970796
13.01976630249779,5.368182754730083,7.651583547767706
5.593687856486822,0.06005727370783306,5.533630582778989
5.6308996031328284,0.2612905430111473,5.3696090601216815
3.2604601706666587,0.2072214164273332,3.0532387542393256
9.651054017600465,2.702455286789596,6.948598730810869
11.710894618689128,0.24175705496880123,11.469137563720327
19.2908226351227,7.30332266909826,11.98749996602444
5.502582979704317,0.4099316686433517,5.0926513110609655
6.600738628552489,0.14078277407288786,6.459955854479601
3.4844728713092183,0.4699365899078889,3.0145362814013295
3.9326232832687613,0.5030184374052283,3.429604845863533
19.75917406707633,3.750819787980895,16.008354279095435
4.618700352497624,1.4939211521917648,3.1247792003058588
7.19999084664477,2.896545502092998,4.303445344551772
4.876663935570552,0.8693476316866179,4.007316303883934
4.487705226541281,0.23426119871293957,4.253444027828341
3.5742603046923564,0.15014696057242055,3.424113344119936
13.62315633091673,1.8000929048112857,11.823063426105445
3.8978279329833465,0.1051071863345146,3.7927207466488317
42.86218306575412,28.742202803428206,14.11998026232591
4.8646394288462105,0.3603879957292024,4.504251433117008
5.494899112346672,0.09060263161673457,5.404296480729937
8.240223487200176,2.1740492375323526,6.066174249667823
58.98538814877544,10.109302008689694,48.87608614008575
8.230631146875822,0.44747648327360545,7.783154663602217
10.110346972229502,5.283245118990766,4.827101853238736
12.92615512194907,1.2236313695388654,11.702523752410205
