project,test_idx,min,max,mean,dist_orig,dist_flip,dist_orig_norm,dist_flip_norm,delta,delta_norm,num_feats_changed
apache_activemq,4911,0.19111309586555394,0.2438206195795117,0.21746685772253282,6.191553403639465,7.899136269013279,0.19111309586555394,0.2438206195795117,1.7075828653738139,0.05270752371395776,2
apache_activemq,4914,0.14705196298194184,0.14816151700782385,0.14760673999488283,4.8000370710520235,4.7640904867828615,0.14816151700782385,0.14705196298194184,-0.035946584269161974,-0.0011095540258819997,2
apache_activemq,4965,0.10226637312221513,0.10226637312221513,,3.31315710059009,,0.10226637312221513,,,,8
apache_activemq,4987,0.05941362730012918,0.1723394774248532,0.1158765523624912,1.9248426941472863,5.583338353651883,0.05941362730012918,0.1723394774248532,3.658495659504597,0.11292585012472402,2
apache_activemq,5002,0.0937472686161598,0.3246022256226051,0.20917474711938244,3.037160888705511,10.516244351441273,0.0937472686161598,0.3246022256226051,7.479083462735762,0.23085495700644532,4
apache_activemq,5014,0.06810271737332349,0.06810271737332349,,2.20634598398496,,0.06810271737332349,,,,8
apache_activemq,5028,0.24873948371565385,0.24873948371565385,,8.05849431743083,,0.24873948371565385,,,,8
apache_activemq,5060,0.135468845807706,0.135468845807706,,4.388828455470537,,0.135468845807706,,,,8
apache_activemq,5094,0.09595700752547012,0.09595700752547012,,3.1087505220748533,,0.09595700752547012,,,,8
apache_activemq,5129,0.13551892736678925,0.17019523011125692,0.1528570787390231,4.3904509641018645,5.513870472905074,0.13551892736678925,0.17019523011125692,1.1234195088032095,0.03467630274446767,4
apache_activemq,5138,0.10842400885908135,0.15397579713964357,0.13119990299936246,3.5126480372645017,4.988404204015047,0.10842400885908135,0.15397579713964357,1.475756166750545,0.04555178828056222,3
apache_activemq,5187,0.061696463123701355,0.2523506869775624,0.1570235750506319,1.998800472128821,8.175487649291421,0.061696463123701355,0.2523506869775624,6.1766871771626,0.19065422385386105,2
apache_activemq,5214,0.07592833338211737,0.10494705310589864,0.090437693244008,2.4598750224602153,3.400003965802927,0.07592833338211737,0.10494705310589864,0.9401289433427116,0.029018719723781266,2
apache_activemq,5236,0.13021036221299107,0.13021036221299107,,4.21846764449951,,0.13021036221299107,,,,8
apache_activemq,5245,0.14950562738865544,0.14950562738865544,,4.843582654182337,,0.14950562738865544,,,,8
apache_activemq,5283,0.2628882882164943,0.2628882882164943,,8.516877759276364,,0.2628882882164943,,,,8
