project,min,max,mean
apache_activemq,0.008064516129032258,0.5403225806451613,0.055501405718875824
apache_activemq,0.0,0.45686590137284394,0.0183949130947677
apache_activemq,2.6950344117932596e-05,0.5037011008283917,0.021273797359580543
apache_activemq,2.5765227249304242e-05,0.5026538184066784,0.009577486036656742
apache_activemq,6.850809135872323e-05,0.4417152202540352,0.017582297243228722
apache_activemq,3.3810845259177845e-06,0.4884020846283751,0.03215399848455201
apache_activemq,0.0005103830839807001,0.456315201105485,0.02599563165712883
apache_activemq,3.478673731643345e-05,0.5091131701187301,0.009141075163558565
apache_activemq,0.00011064001451148175,0.4852745211153391,0.01957605523151384
apache_activemq,0.0001590763924909638,0.4417639573956535,0.017830416514310502
apache_activemq,8.15982190483849e-06,0.40618391717454705,0.04253024295284329
apache_activemq,0.0005161783875848688,0.4652180924651523,0.04391343694766533
apache_activemq,0.011477811242371277,0.5684106367963929,0.09090078562097248
apache_activemq,0.0006857162107433267,0.5000976383711218,0.04903767325671637
apache_activemq,0.0004121477362812784,0.45006230494746735,0.02168164184896394
apache_activemq,0.0015355261164897707,0.3999075648710846,0.026941828431945838
apache_activemq,0.00014830114158292983,0.5060627954969426,0.01331600140764385
apache_activemq,0.0002660284367400392,0.3793190562859525,0.04512378164533646
apache_activemq,0.014449320865621548,0.4578351787802139,0.08058272663300739
apache_activemq,0.000619263704871894,0.49049449495500436,0.01891222506976037
apache_activemq,0.0012004126763762194,0.44362925683216964,0.032426726148659483
apache_activemq,0.0012335710973110793,0.5062140755905877,0.044661457517314054
apache_activemq,0.00041019471269388775,0.4842861646830206,0.02741348439868792
apache_activemq,0.0015525439543145351,0.43867991904022563,0.02809003391285488
apache_activemq,0.002765903176904613,0.45516497728505795,0.03134954898836399
apache_activemq,0.0007041852922343117,0.4857573813235851,0.01678356360475807
apache_activemq,0.000794290881983233,0.48307410234054393,0.02734284128745123
apache_activemq,0.0005845847643215833,0.4891839337121173,0.01753635065298057
apache_activemq,0.005017036582794152,0.45223853314835316,0.06774412655821063
apache_activemq,0.000273873138755973,0.4851490126812263,0.018787008130535486
apache_activemq,0.00017982346768451169,0.42743353917934185,0.020651618541175632
apache_activemq,0.0016505766457030548,0.4347923317534587,0.025369385816371003
apache_activemq,0.016804484760961625,0.508105106314752,0.07041692073555703
apache_activemq,0.00046051348371312344,0.44848976801222346,0.02195741729018798
apache_activemq,0.0010013085665114645,0.4875705349893986,0.02889151638002808
apache_activemq,0.0007564987294129521,0.4532511617144854,0.027923214646768075
apache_activemq,0.00018097689856597137,0.47304578998726393,0.016061132651250868
apache_activemq,0.0007080119187819462,0.43356466963838347,0.025243932654082545
