project,min,max,mean
apache_activemq,0.01283642197677764,0.4138363542573764,0.06363042104489208
apache_activemq,0.002428891150017358,0.39519473474306704,0.04705926362244662
apache_activemq,0.0013820489479407264,0.39661580103348704,0.04886424329537165
apache_activemq,0.011267581713931076,0.4038559356273083,0.04320593863729361
apache_activemq,0.0018412680563979773,0.3825538801486849,0.03639304570024472
apache_activemq,0.009387113456551167,0.4371861444837524,0.07744612237235689
apache_activemq,0.020386204367746352,0.4135270346847057,0.06874985554838463
apache_activemq,0.013966452923856842,0.3921315980104682,0.05021822387458728
apache_activemq,0.015460880220694237,0.4245955091666977,0.06913807423726778
apache_activemq,0.027218682257895113,0.418350370930116,0.08165608077356541
apache_activemq,0.0008665541814038394,0.36872729851738006,0.03688837222366876
apache_activemq,0.00817223380611114,0.4189431651824704,0.05096264329618396
apache_activemq,0.010527976051764273,0.3933821468445379,0.049130546585599226
apache_activemq,0.004129634572321784,0.3955484430064003,0.04933342207892099
apache_activemq,0.003555373351739304,0.42736295700288746,0.028924059517644412
apache_activemq,0.0044493876073484874,0.4068168805067709,0.05080740422526678
apache_activemq,0.016970396277615492,0.4087303676336501,0.06667090865378723
apache_activemq,0.05966812558759248,0.5456843557072395,0.19611616752324754
apache_activemq,0.005168398642208028,0.37415607827345043,0.03710042450342957
apache_activemq,0.0014529177407437322,0.4191582016545553,0.04046687728110526
apache_activemq,0.04658180258070484,0.41919684119622314,0.09822917185165944
apache_activemq,0.002485306766676564,0.43541856479035845,0.03722900290806242
apache_activemq,0.0018396482844260755,0.3698272410647982,0.03360731810554584
apache_activemq,0.0029926330489308595,0.37051156898809695,0.03601209137920065
apache_activemq,0.004814797347406658,0.3929535254671434,0.0405882890452206
apache_activemq,0.004398477046609276,0.41510085040745254,0.03318084902057048
apache_activemq,0.0014600452772516293,0.3708416438372751,0.034080619678258386
apache_activemq,0.003218202387509534,0.3685886476547738,0.038152176524787376
apache_activemq,0.00283577450191045,0.3706719711676688,0.03446005948480904
apache_activemq,0.0009696115514842701,0.3708307807134782,0.03381098171848465
apache_activemq,0.0029532203265698826,0.37027957639594106,0.03558493796602451
apache_activemq,0.003039948268117385,0.39342686671467747,0.036936335741396244
apache_activemq,0.007027052580573982,0.4053668194070824,0.04991997598737793
apache_activemq,0.004250382864422713,0.38714139523640806,0.04466944623744897
apache_activemq,0.0007966616323355535,0.4338733647150482,0.0348777650779986
apache_activemq,0.005270577604109457,0.3870190161814886,0.045296684782609314
apache_activemq,0.0045153157620068775,0.36934186267591224,0.040476991357705584
apache_activemq,0.0013191416410750995,0.41802709028655327,0.028049841641575573
apache_activemq,0.0025240206428114474,0.38716837193208564,0.044793282874287146
apache_activemq,0.003144758572942045,0.42611821030864194,0.03193754435735552
apache_activemq,0.0017298296066745459,0.38692107899008715,0.04539469066893188
apache_activemq,0.005737031033213633,0.3926432789062414,0.046056424235251386
apache_activemq,0.005549954474604775,0.3696269101564548,0.047965447574449004
apache_activemq,0.001427059148128593,0.39236855422233624,0.03780113840659686
apache_activemq,0.007405256779348746,0.3859491160013965,0.04116582767381129
apache_activemq,0.0028686266672601738,0.36942198330502274,0.03454355981133717
apache_activemq,0.001851750825218767,0.37020549462971863,0.03405717128972272
apache_activemq,0.004581522614989837,0.4078644677343851,0.036064723221480396
apache_activemq,0.0013594813218315842,0.36977094737974714,0.03586443832965751
apache_activemq,0.001026508451743465,0.37778391465088657,0.03431192070178419
apache_activemq,0.0029414297320349424,0.4239089610076084,0.03165716655199678
apache_activemq,0.007103471669283364,0.38366107160997903,0.04806569446436913
apache_activemq,0.007183220462500209,0.40261274823743787,0.060743922168715395
apache_activemq,0.004402655411934488,0.3675873710597067,0.039251356788346875
apache_activemq,0.009841908063375697,0.40654660352014144,0.055329613649175796
apache_activemq,0.004528691017294341,0.4042688963966434,0.039095192393510905
apache_activemq,0.011306698278029907,0.47798688515002885,0.11876821891490145
apache_activemq,0.01048596947283373,0.38823174408110434,0.04715516605524522
apache_activemq,0.02621088206423791,0.4623076006803555,0.17169217606518367
apache_activemq,0.011348440721777566,0.40662011042474294,0.04556613206425692
apache_activemq,0.009202895843529485,0.38766189376881555,0.04678950472781761
apache_activemq,0.007311201531389279,0.41532300951054946,0.038328532747835965
apache_activemq,0.015379019363997569,0.6566348655593138,0.32384200671418323
apache_activemq,0.011645668601161882,0.4036536597584191,0.052593703131740346
apache_activemq,0.014920189121910605,0.41254410089848115,0.0494161245065231
