project,test_idx,min,max,mean,dist_orig,dist_flip,dist_orig_norm,dist_flip_norm,delta,delta_norm,num_feats_changed
apache_activemq,4905,0.06566442146348607,0.06705221872027045,0.06635832009187825,2.1723126359228004,2.1273517147996888,0.06705221872027045,0.06566442146348607,-0.044960921123111675,-0.0013877972567843818,2
apache_activemq,4911,0.19111309586555394,0.22184853138565613,0.20648081362560505,6.191553403639465,7.187299349488744,0.19111309586555394,0.22184853138565613,0.9957459458492792,0.030735435520102185,3
apache_activemq,4914,0.14651741100448562,0.14816151700782385,0.14733946400615472,4.8000370710520235,4.746772431730425,0.14816151700782385,0.14651741100448562,-0.05326463932159875,-0.0016441060033382238,3
apache_activemq,4919,0.06060103172240758,0.11234072900585794,0.08647088036413275,1.9633114231423223,3.6395392994569047,0.06060103172240758,0.11234072900585794,1.6762278763145824,0.05173969728345037,4
apache_activemq,4961,0.25140813167490744,0.527536215444021,0.3894721735594642,17.09076311846937,8.144951377217334,0.527536215444021,0.25140813167490744,-8.945811741252035,-0.2761280837691135,2
apache_activemq,4965,0.10226637312221513,0.12278637990286877,0.11252637651254195,3.31315710059009,3.97795046417434,0.10226637312221513,0.12278637990286877,0.6647933635842502,0.02052000678065363,3
apache_activemq,4971,0.054628236327654976,0.054628236327654976,,1.769808819418932,,0.054628236327654976,,,,8
apache_activemq,4974,0.07186749528209374,0.1345683927986094,0.10321794404035158,2.3283147238529556,4.359656185155732,0.07186749528209374,0.1345683927986094,2.0313414613027763,0.06270089751651568,4
apache_activemq,4978,0.143709830999926,0.14400419013602708,0.14385701056797656,4.66535079418263,4.655814345082872,0.14400419013602708,0.143709830999926,-0.009536449099758038,-0.0002943591361010831,2
apache_activemq,4987,0.05220984461347643,0.05941362730012918,0.055811735956802805,1.9248426941472863,1.6914593929631467,0.05941362730012918,0.05220984461347643,-0.23338330118413952,-0.007203782686652754,1
apache_activemq,4993,0.03507058448696477,0.03507058448696477,,1.1361931832272176,,0.03507058448696477,,,,8
apache_activemq,5002,0.0937472686161598,0.0937472686161598,,3.037160888705511,,0.0937472686161598,,,,8
