project,test_idx,min,max,mean,dist_orig,dist_flip,dist_orig_norm,dist_flip_norm,delta,delta_norm,num_feats_changed
apache_activemq,4911,0.14869435530574712,0.19111309586555394,0.16990372558565053,6.191553403639465,4.817299607468771,0.19111309586555394,0.14869435530574712,-1.3742537961706942,-0.042418740559806815,7
apache_activemq,4914,0.14816151700782385,0.15071140969728067,0.14943646335255226,4.8000370710520235,4.882646777565429,0.14816151700782385,0.15071140969728067,0.08260970651340571,0.002549892689456823,7
apache_activemq,4965,0.10226637312221513,0.14816024314988344,0.12521330813604928,3.31315710059009,4.799995801460157,0.10226637312221513,0.14816024314988344,1.486838700870067,0.04589387002766829,6
apache_activemq,4987,0.05941362730012918,0.14805524085602412,0.10373443407807664,1.9248426941472863,4.796594007841619,0.05941362730012918,0.14805524085602412,2.8717513136943325,0.08864161355589494,6
apache_activemq,5002,0.0937472686161598,0.14797130171901837,0.12085928516758909,3.037160888705511,4.793874604197025,0.0937472686161598,0.14797130171901837,1.7567137154915136,0.05422403310285859,5
apache_activemq,5014,0.06810271737332349,0.1479261486499845,0.10801443301165399,2.20634598398496,4.79241176546797,0.06810271737332349,0.1479261486499845,2.5860657814830104,0.07982343127666099,7
apache_activemq,5028,0.1483460773853031,0.24873948371565385,0.19854278055047847,8.05849431743083,4.806016333897321,0.24873948371565385,0.1483460773853031,-3.2524779835335087,-0.10039340633035077,7
apache_activemq,5060,0.135468845807706,0.1481286985754218,0.1417987721915639,4.388828455470537,4.798973841575672,0.135468845807706,0.1481286985754218,0.4101453861051354,0.012659852767715819,7
apache_activemq,5094,0.09595700752547012,0.14801487528871862,0.12198594140709437,3.1087505220748533,4.795286271370142,0.09595700752547012,0.14801487528871862,1.686535749295289,0.0520578677632485,6
apache_activemq,5129,0.13551892736678925,0.1503621113943006,0.14294051938054492,4.3904509641018645,4.8713304463276,0.13551892736678925,0.1503621113943006,0.4808794822257356,0.014843184027511369,7
apache_activemq,5138,0.10842400885908135,0.14782756107614228,0.12812578496761182,3.5126480372645017,4.7892177916295235,0.10842400885908135,0.14782756107614228,1.2765697543650218,0.03940355221706095,7
apache_activemq,5187,0.061696463123701355,0.14775326246029546,0.10472486279199841,1.998800472128821,4.786810715098484,0.061696463123701355,0.14775326246029546,2.7880102429696634,0.0860567993365941,6
apache_activemq,5214,0.07592833338211737,0.1478125635546885,0.11187044846840294,2.4598750224602153,4.788731912027276,0.07592833338211737,0.1478125635546885,2.328856889567061,0.07188423017257113,7
apache_activemq,5236,0.13021036221299107,0.14978014893895958,0.1399952555759753,4.21846764449951,4.852476418534068,0.13021036221299107,0.14978014893895958,0.6340087740345579,0.019569786725968517,7
apache_activemq,5245,0.14788437831992657,0.14950562738865544,0.148695002854291,4.843582654182337,4.791058518438666,0.14950562738865544,0.14788437831992657,-0.05252413574367143,-0.001621249068728886,7
apache_activemq,5283,0.1507326175739767,0.2628882882164943,0.2068104528952355,8.516877759276364,4.8833338560753905,0.2628882882164943,0.1507326175739767,-3.633543903200973,-0.1121556706425176,7
apache_activemq,5294,0.06687937484144144,0.14809590367260525,0.10748763925702334,2.1667129563120695,4.79791137439499,0.06687937484144144,0.14809590367260525,2.63119841808292,0.08121652883116381,6
apache_activemq,5299,0.09657749574008491,0.14811085240079042,0.12234417407043766,3.1288526814779902,4.798395673225772,0.09657749574008491,0.14811085240079042,1.669542991747782,0.0515333566607055,6
apache_activemq,5319,0.04820908068430679,0.14819022612874497,0.09819965340652588,1.5618453368953493,4.80096716982181,0.04820908068430679,0.14819022612874497,3.2391218329264606,0.09998114544443816,6
apache_activemq,5337,0.14827730740382578,0.23781028106741828,0.193043794235622,7.704417368652015,4.803788370340163,0.23781028106741828,0.14827730740382578,-2.900628998311852,-0.0895329736635925,7
apache_activemq,5390,0.08243686834712571,0.1487767404272566,0.11560680438719116,2.6707341560679563,4.819968665165634,0.08243686834712571,0.1487767404272566,2.1492345090976777,0.06633987208013091,7
