,score,project,explainer,model
5014,0.0,apache_activemq,LIME,XGB
5499,0.0,apache_activemq,LIME,XGB
4919,0.0,apache_activemq,LIME,XGB
5481,0.0,apache_activemq,LIME,XGB
5257,0.2913050001836789,apache_activemq,LIME,XGB
4974,0.0,apache_activemq,LIME,XGB
4923,0.0,apache_activemq,LIME,XGB
5386,0.0,apache_activemq,LIME,XGB
4976,0.0,apache_activemq,LIME,XGB
5250,0.0,apache_activemq,LIME,XGB
5052,0.0,apache_activemq,LIME,XGB
5060,0.33352057260998813,apache_activemq,LIME,XGB
4905,0.07177141009481726,apache_activemq,LIME,XGB
5163,0.0,apache_activemq,LIME,XGB
5077,0.0,apache_activemq,LIME,XGB
5170,0.0,apache_activemq,LIME,XGB
5143,0.0,apache_activemq,LIME,XGB
5988,0.4279427112624627,apache_activemq,LIME,XGB
5322,0.2507088140830146,apache_activemq,LIME,XGB
5507,0.0,apache_activemq,LIME,XGB
5564,0.08253681075133872,apache_activemq,LIME,XGB
5274,0.13091715768592588,apache_activemq,LIME,XGB
5717,0.14992136922758573,apache_activemq,LIME,XGB
5774,0.09822434535600447,apache_activemq,LIME,XGB
5817,0.0,apache_activemq,LIME,XGB
5871,0.0,apache_activemq,LIME,XGB
4911,0.06873653079019335,apache_activemq,LIME,XGB
4907,0.0,apache_activemq,LIME,XGB
4914,0.0,apache_activemq,LIME,XGB
5269,0.38913117569228567,apache_activemq,LIME,XGB
4961,0.0,apache_activemq,LIME,XGB
4971,0.0,apache_activemq,LIME,XGB
4987,0.0,apache_activemq,LIME,XGB
4994,0.0,apache_activemq,LIME,XGB
4965,0.32518516042003526,apache_activemq,LIME,XGB
5008,0.0,apache_activemq,LIME,XGB
5015,0.0,apache_activemq,LIME,XGB
5027,0.0,apache_activemq,LIME,XGB
4993,0.388234900704252,apache_activemq,LIME,XGB
5028,0.0,apache_activemq,LIME,XGB
5073,0.0,apache_activemq,LIME,XGB
5090,0.0,apache_activemq,LIME,XGB
5094,0.0,apache_activemq,LIME,XGB
5057,0.04800160853288721,apache_activemq,LIME,XGB
5138,0.0,apache_activemq,LIME,XGB
5161,0.0,apache_activemq,LIME,XGB
4978,0.33251716361657185,apache_activemq,LIME,XGB
5002,0.32298379226190743,apache_activemq,LIME,XGB
5171,0.0,apache_activemq,LIME,XGB
5214,0.0,apache_activemq,LIME,XGB
5180,0.07942673926501066,apache_activemq,LIME,XGB
5237,0.0,apache_activemq,LIME,XGB
5169,0.32418284625909627,apache_activemq,LIME,XGB
5249,0.09337295080228844,apache_activemq,LIME,XGB
5283,0.0,apache_activemq,LIME,XGB
5245,0.2770710694902357,apache_activemq,LIME,XGB
5299,0.0,apache_activemq,LIME,XGB
5319,0.0,apache_activemq,LIME,XGB
5236,0.4379972532604602,apache_activemq,LIME,XGB
5333,0.0,apache_activemq,LIME,XGB
5337,0.0,apache_activemq,LIME,XGB
5294,0.11685379139007647,apache_activemq,LIME,XGB
5356,0.4157250343267012,apache_activemq,LIME,XGB
5321,0.31586199989625235,apache_activemq,LIME,XGB
5390,0.0,apache_activemq,LIME,XGB
5389,0.0,apache_activemq,LIME,XGB
5379,0.32518516042003526,apache_activemq,LIME,XGB
5416,0.0,apache_activemq,LIME,XGB
5441,0.0,apache_activemq,LIME,XGB
5437,0.07932818855271509,apache_activemq,LIME,XGB
5444,0.0,apache_activemq,LIME,XGB
5478,0.0,apache_activemq,LIME,XGB
5486,0.0,apache_activemq,LIME,XGB
5424,0.4277806449801128,apache_activemq,LIME,XGB
5528,0.1420886341287156,apache_activemq,LIME,XGB
5585,0.0,apache_activemq,LIME,XGB
5594,0.0,apache_activemq,LIME,XGB
5599,0.0,apache_activemq,LIME,XGB
5630,0.0,apache_activemq,LIME,XGB
5631,0.0,apache_activemq,LIME,XGB
5684,0.0,apache_activemq,LIME,XGB
5706,0.0,apache_activemq,LIME,XGB
5729,0.0,apache_activemq,LIME,XGB
5759,0.0,apache_activemq,LIME,XGB
5760,0.0,apache_activemq,LIME,XGB
5770,0.0,apache_activemq,LIME,XGB
5509,0.5515976239946765,apache_activemq,LIME,XGB
5784,0.0,apache_activemq,LIME,XGB
5811,0.0,apache_activemq,LIME,XGB
5466,0.3449969763954715,apache_activemq,LIME,XGB
5790,0.0796148248150715,apache_activemq,LIME,XGB
5918,0.0,apache_activemq,LIME,XGB
5936,0.0,apache_activemq,LIME,XGB
5985,0.0,apache_activemq,LIME,XGB
5863,0.09561144085135509,apache_activemq,LIME,XGB
6003,0.0,apache_activemq,LIME,XGB
5859,0.3702304950806037,apache_activemq,LIME,XGB
5129,0.4383418990676434,apache_activemq,LIME,XGB
20177,0.0,apache_camel,LIME,XGB
18909,0.0,apache_camel,LIME,XGB
18376,0.0,apache_camel,LIME,XGB
18682,0.0,apache_camel,LIME,XGB
18167,0.0,apache_camel,LIME,XGB
18915,3.1077956471370784e-17,apache_camel,LIME,XGB
19000,0.0,apache_camel,LIME,XGB
19102,0.06699232516844507,apache_camel,LIME,XGB
18896,0.0,apache_camel,LIME,XGB
18803,0.0,apache_camel,LIME,XGB
19184,0.0,apache_camel,LIME,XGB
19142,0.0,apache_camel,LIME,XGB
19608,3.182748943484071e-17,apache_camel,LIME,XGB
19565,3.230935693644381e-17,apache_camel,LIME,XGB
19634,0.0,apache_camel,LIME,XGB
20370,0.0,apache_camel,LIME,XGB
20249,0.0,apache_camel,LIME,XGB
20180,0.0,apache_camel,LIME,XGB
21395,0.0,apache_camel,LIME,XGB
20570,3.1077956471370784e-17,apache_camel,LIME,XGB
22227,0.0,apache_camel,LIME,XGB
19073,0.2833690417804793,apache_camel,LIME,XGB
7711,0.0,apache_cassandra,LIME,XGB
6797,0.0,apache_cassandra,LIME,XGB
7671,0.0,apache_cassandra,LIME,XGB
6690,0.0,apache_cassandra,LIME,XGB
6643,0.0,apache_cassandra,LIME,XGB
7325,0.0,apache_cassandra,LIME,XGB
7752,0.0,apache_cassandra,LIME,XGB
6991,0.0,apache_cassandra,LIME,XGB
7054,0.13154429025257308,apache_cassandra,LIME,XGB
7377,0.0,apache_cassandra,LIME,XGB
6907,0.0,apache_cassandra,LIME,XGB
6887,0.0,apache_cassandra,LIME,XGB
6563,0.0,apache_cassandra,LIME,XGB
7193,0.0,apache_cassandra,LIME,XGB
7413,0.0,apache_cassandra,LIME,XGB
6718,0.0,apache_cassandra,LIME,XGB
6555,0.0,apache_cassandra,LIME,XGB
6757,0.0,apache_cassandra,LIME,XGB
7217,0.0,apache_cassandra,LIME,XGB
6728,0.0,apache_cassandra,LIME,XGB
6992,0.0,apache_cassandra,LIME,XGB
7007,0.0,apache_cassandra,LIME,XGB
7059,0.642535339726103,apache_cassandra,LIME,XGB
6610,0.5686229428573728,apache_cassandra,LIME,XGB
6619,0.5424196037532886,apache_cassandra,LIME,XGB
6847,0.0,apache_cassandra,LIME,XGB
6659,0.5188003368249273,apache_cassandra,LIME,XGB
6916,0.0,apache_cassandra,LIME,XGB
6975,0.0,apache_cassandra,LIME,XGB
6910,0.41994047651773003,apache_cassandra,LIME,XGB
7000,0.1316663355835262,apache_cassandra,LIME,XGB
7179,0.48861664859044346,apache_cassandra,LIME,XGB
6707,0.4819087254363722,apache_cassandra,LIME,XGB
7051,0.2409543627181861,apache_cassandra,LIME,XGB
7393,0.03809828917636058,apache_cassandra,LIME,XGB
