,nuc,aexp,ndev,nd,age,asexp,la,ld
7011,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
6995,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7009,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
6986,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7068,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7073,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7021,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7029,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7051,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7075,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7087,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7060,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7088,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7093,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7101,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7115,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7105,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7109,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7116,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7121,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7120,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7123,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7125,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7126,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7131,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7147,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7144,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7154,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7157,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7160,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7165,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7170,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7171,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7172,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7173,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7174,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7175,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7179,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7182,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7190,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7194,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7195,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7198,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7200,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7202,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7204,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7210,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7211,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7220,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7219,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7222,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7227,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7224,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7228,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7234,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7239,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7240,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7247,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7249,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7248,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7260,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7258,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7261,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7265,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7267,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7273,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7275,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7284,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7276,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7289,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7295,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7297,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7308,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7309,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7313,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7315,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7325,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7329,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
7345,209.73333333333352,191.0,11.55,4,0.114285714285714,1.83154296875,298.0,1898.0
