feature,value,importance,min,max,rule,importance_ratio
la,859.0,0.36941350530935074,0.0,8851.0,la > 127.55870158356693,0.515444683659757
ent,3.2048078289551603,0.10503028400874542,0.0,6.25828457562083,ent > 3.1894578523081085,0.14654932951151062
nuc,356.722222222222,0.07823229670421582,0.0,2540.0,98.92887678384466 < nuc <= 651.0101726634492,0.1091579513123449
ndev,17.0555555555556,-0.051913129337860735,0.0,57.5,ndev > 3.975725636739302,0.07243467319077562
ld,236.0,0.03834291071505333,0.0,9293.0,49.90409840300467 < ld <= 956.0803284937488,0.05350007295365307
