feature,value,importance,min,max,rule,importance_ratio
nuc,32.0,0.03430412227332984,0.0,976.0,12.104132594966572 < nuc <= 255.46934596936424,0.250366069830172
ld,10.0,0.019713215899196886,0.0,8658.0,3.6358532634641847 < ld <= 14.111432331182087,0.14387543132776104
la,119.0,-0.01873038385157416,0.0,9967.0,104.87903696289698 < la <= 229.98350223552893,0.1367023051621704
ent,1.00632255855446,0.01734951866589643,0.0,6.08230385583814,0.9990502254233335 < ent <= 1.0371568618967764,0.1266241639187132
arexp,180.666666666668,-0.015812588824569835,0.0,863.416666666674,97.64182103961909 < arexp <= 214.01147610211652,0.11540699646252055
