project,test_idx,min,max,mean
apache_activemq,4905,0.0025821314314651597,0.7764725820418441,0.04106089112242339
apache_activemq,4911,0.0022241106228947415,0.7788570320802704,0.042629322794615
apache_activemq,4914,0.0017849690979454128,0.7397965101405684,0.03497605057797273
apache_activemq,4919,0.001013703937753226,0.6772358671467865,0.027131524595673664
apache_activemq,4961,0.0027753580954144584,0.8255874265115529,0.055797917600874714
apache_activemq,4965,0.0018553289936491793,0.776297061462436,0.04024525417462344
apache_activemq,4971,0.0016364476564000412,0.6891108577400359,0.03405598501225218
apache_activemq,4974,0.01880469589811558,0.7206363219039885,0.06643922770312748
apache_activemq,4978,0.01679280951459261,0.6408187786756783,0.059464272048366906
apache_activemq,4987,0.0017849690979454128,0.7397965101405684,0.03497605057797273
apache_activemq,4993,0.01657160036174521,0.6408628553074354,0.059639690199524316
apache_activemq,5002,0.016965002251350097,0.6395837989304157,0.06474670565280427
apache_activemq,5027,0.018404828409216485,0.72044883389374,0.0756884660888979
apache_activemq,5028,0.0017849690979454128,0.7397965101405684,0.03497605057797273
apache_activemq,5049,0.00016564967859468313,0.6701748406706308,0.026358880737711303
apache_activemq,5051,0.00023598508283213953,0.7756719489190966,0.03974117753560415
apache_activemq,5052,0.0017410732177578175,0.758345974929848,0.042046015906049075
apache_activemq,5057,0.018290140465049898,0.6862207591798225,0.06738166073443
apache_activemq,5060,0.0036998050384960085,0.673714803682045,0.057501934211812704
apache_activemq,5077,0.0015165172118956276,0.7556583803272209,0.030259443504743445
apache_activemq,5087,0.018899343921671707,0.7042244175448927,0.07162749236304776
apache_activemq,5089,0.016639377265297288,0.6397739220659777,0.05932302469092666
apache_activemq,5090,0.0007440501649248618,0.7391386380945149,0.034414429899710976
apache_activemq,5094,0.0019716530650465756,0.7522637688981685,0.040019191000218245
apache_activemq,5129,0.001013703937753226,0.6772358671467865,0.027131524595673664
apache_activemq,5138,0.003010747343046759,0.7400220343300132,0.03576283962440713
apache_activemq,5169,0.0161161612570457,0.6361167999724079,0.05699984331438399
apache_activemq,5170,0.01633363875780078,0.6344600074628639,0.06369111922649622
apache_activemq,5171,0.0013529202531867876,0.7770023146050794,0.04218221052421783
apache_activemq,5180,0.0022215485080188217,0.7616315769619456,0.037793308598900364
apache_activemq,5187,0.016602396531123952,0.6329926778038779,0.06370705366732926
apache_activemq,5214,0.005619226528414337,0.6772011860478714,0.0974999755655455
apache_activemq,5236,0.0017849690979454128,0.7397965101405684,0.03497605057797273
apache_activemq,5245,0.0018221773417310184,0.7397667279985378,0.03543564643587353
apache_activemq,5249,0.022972205883873387,0.7181349215228856,0.0761797801343318
apache_activemq,5250,0.0022431851209529104,0.6722076800171425,0.04361107908895699
apache_activemq,5251,0.0007440501649248618,0.7391386380945149,0.034414429899710976
apache_activemq,5257,0.01939899969482949,0.6547283545594027,0.06685271346543413
apache_activemq,5274,0.01650654412914849,0.6438248315025292,0.0570361161634575
apache_activemq,5283,0.0007495618079131963,0.6704754207303966,0.026188751998155443
apache_activemq,5294,0.018049313919150857,0.6871997900528548,0.07322307105682789
apache_activemq,5299,0.022972205883873387,0.7181349215228856,0.0761797801343318
