project,min,max,mean
apache_activemq,0.020118220425093186,0.4314150919215647,0.07522121523152221
apache_activemq,0.0316043502979595,0.4665905695039888,0.09847286002290667
apache_activemq,0.01775604816501004,0.5094105112437695,0.1117748447082527
apache_activemq,0.019628118685145798,0.446535623059323,0.07833899934880348
apache_activemq,0.02993961976980317,0.45090068886412127,0.09500432152728353
apache_activemq,0.041563835833649095,0.5810150327890101,0.1702824652012797
apache_activemq,0.033805703464518354,0.4649646945380763,0.10009053196583238
apache_activemq,0.00809230018142197,0.4622881312631036,0.050698932816581166
apache_activemq,0.07943552445856966,0.48888211350324307,0.16036734340909367
apache_activemq,0.06295304679664099,0.4906259020880158,0.15571727106306152
apache_activemq,0.1346837087052641,0.6135511486123296,0.338395854603424
apache_activemq,0.017490378095409518,0.4157515383966287,0.06268634522109269
apache_activemq,0.006356017437484711,0.43937078306482175,0.04698008649917565
apache_activemq,0.0014949631202506167,0.43802668457100263,0.04079543985205188
apache_activemq,0.02310336365734998,0.47899438148582313,0.06488535819214333
apache_activemq,0.010532198784114878,0.402104961050382,0.047533147922756785
apache_activemq,0.002730514437692197,0.4419393480599973,0.038907505088334716
apache_activemq,0.0409352271646865,0.5126872396564747,0.14956739025574556
apache_activemq,0.04035179574190797,0.5820160887744932,0.17097199382648062
apache_activemq,0.009856314671844113,0.4400419679538644,0.04517209197212885
apache_activemq,0.033546432475471566,0.5451263736757221,0.15958795523504177
apache_activemq,0.008065409348167673,0.4612974784425643,0.04956093318277489
apache_activemq,0.029710730440020032,0.5395581691071224,0.1540920848533087
apache_activemq,0.016590424764793367,0.47786291411452425,0.06359788368418177
apache_activemq,0.00369945293618729,0.43772797688343856,0.03745954377974574
apache_activemq,0.025348770674560483,0.5365427112213254,0.15121965625887093
apache_activemq,0.03953276938715558,0.6311320362216097,0.18530253805725524
apache_activemq,0.004584479509595395,0.4089361350133636,0.04014226624905656
apache_activemq,0.010420025447877134,0.399208036872053,0.048923740302738224
apache_activemq,0.07474439448066215,0.5220154504007438,0.16732585897548838
apache_activemq,0.027695955609933036,0.5306763922075552,0.1023479796204054
apache_activemq,0.029086817635986185,0.4410172731072321,0.09001907632765532
apache_activemq,0.023564388818078496,0.5260962732644876,0.09523925536871827
apache_activemq,0.07323909510577034,0.5350807569561169,0.16918401369224165
apache_activemq,0.029025476249538853,0.45027082790993356,0.09467563340134319
apache_activemq,0.07402123471543896,0.49281957848033436,0.16138288532477763
apache_activemq,0.016214635471994348,0.39721966127782576,0.06968045501494094
apache_activemq,0.07874411312092608,0.5271845832323537,0.17287328688721715
apache_activemq,0.05631013400951633,0.5285133408396815,0.1588306452824765
apache_activemq,0.022251053895492336,0.4315156150324012,0.07975695338598665
apache_activemq,0.020145800448948446,0.4467570890924121,0.0780861037036924
apache_activemq,0.05160155348440503,0.5879099436432493,0.17812409082211308
apache_activemq,0.007336538863599276,0.4409532340298984,0.041836671696560655
apache_activemq,0.010502576625680009,0.49749999081760726,0.07630601301217006
apache_activemq,0.010711844305743793,0.4428642396764827,0.06592887098594608
apache_activemq,0.005040448949484286,0.43854987126997885,0.04165803479819795
apache_activemq,0.05347053368301566,0.458031543659591,0.14537488393632128
apache_activemq,0.03675067234826518,0.5815646883455612,0.17016024985448996
apache_activemq,0.029855972059625282,0.45166553407293103,0.09796049983463967
apache_activemq,0.041174789604011906,0.5472554356859429,0.1624251346984706
apache_activemq,0.03322445982228733,0.5448374922160811,0.1592781936683773
apache_activemq,0.018088875861665094,0.5258857268981377,0.1408420324342247
apache_activemq,0.03720624705683252,0.5463106022044447,0.1612805670364218
apache_activemq,0.11210289078479517,0.5942929163306282,0.25561194723625846
apache_activemq,0.0331611060591969,0.5435098156387829,0.15798835771155464
apache_activemq,0.02250077378984226,0.5032861438819548,0.08495939383753069
apache_activemq,0.006619508610340752,0.43869031647493006,0.05131005817386423
apache_activemq,0.0203572184281657,0.5049046720111805,0.08795741413681026
apache_activemq,0.0061158792840528145,0.4435986511052516,0.05074541892989128
apache_activemq,0.007829730172245296,0.4401467907500819,0.05060864645297083
apache_activemq,0.042454172115675926,0.5469284109931665,0.1625342508814763
apache_activemq,0.00415882193415133,0.4426793862185748,0.0490948265167051
apache_activemq,0.026492621934855232,0.4239611842829524,0.07682105321540686
apache_activemq,0.032373358691797145,0.5403414131839206,0.15554149969317152
apache_activemq,0.0036118734517955153,0.4403499632906308,0.04572846086871245
apache_activemq,0.112196431403619,0.48934547304878956,0.17601964516122767
apache_activemq,0.027032929899196347,0.4757760605847849,0.09535145878964528
apache_activemq,0.03401778435681963,0.5794345558765237,0.16791468148700725
apache_activemq,0.028262011941661738,0.42613934252319213,0.07849045197592662
apache_activemq,0.008529474642023091,0.5003372020825507,0.09243780980037962
apache_activemq,0.04383930861067267,0.5501409980773949,0.1990891272261605
apache_activemq,0.024131666538697114,0.4574030842298785,0.08703029916886988
apache_activemq,0.07620334494093023,0.48787193800090023,0.16419855101553438
apache_activemq,0.060659370642694874,0.5121665317825121,0.12525307246703213
apache_activemq,0.010879815001704967,0.44754838486355775,0.08370633744963425
apache_activemq,0.0064728316215936455,0.4495206685577794,0.07970106684741278
apache_activemq,0.01063744008507725,0.4556125943252685,0.08041628868426597
apache_activemq,0.06622780658542395,0.48627337535441184,0.15426078435269372
apache_activemq,0.009578377454491733,0.42732543088619296,0.07554770608325719
apache_activemq,0.008702373271422991,0.44671734215849074,0.0837889521867238
apache_activemq,0.07875210775921408,0.5868604314858611,0.23680517071309393
apache_activemq,0.04001371556435282,0.4158107679130306,0.13455297965236535
apache_activemq,0.016448446217033466,0.4715180040179466,0.06889065198939415
apache_activemq,0.01036245113465837,0.4127914749182657,0.0461881368349084
