project,test_idx,min,max,mean
apache_activemq,4905,2.588544573102694e-06,0.9875025885445731,0.014844110360993588
apache_activemq,4911,4.9209594726562176e-05,0.9915802546909878,0.012830048630605983
apache_activemq,4914,5.3938225443875676e-05,0.9882273117745561,0.014447453764302565
apache_activemq,4919,5.536760602678572e-05,0.9855473109654018,0.015993492727029428
apache_activemq,4961,4.839215959821363e-05,0.9786198207310268,0.020674969642572434
apache_activemq,4965,2.5740691593713536e-05,0.9893114549773081,0.013885419985990834
apache_activemq,4971,5.577389549996178e-05,0.9934710118187857,0.012091780921365557
apache_activemq,4974,0.00011152912463460592,0.9793527565896512,0.020142276812876975
apache_activemq,4978,5.184251016804202e-05,0.978073157489832,0.02107688254381343
apache_activemq,4987,4.517691476004455e-05,0.9944860730852401,0.01176072548290731
apache_activemq,4993,5.5476597377232285e-05,0.9958150591169085,0.011418139310341883
apache_activemq,5002,2.177102225167218e-05,0.9771423067365373,0.021769887673959095
apache_activemq,5027,0.00015320863042559397,0.9131280413695746,0.07950200838980107
apache_activemq,5028,3.2818477068630006e-05,0.9857930743800744,0.01584386222585819
apache_activemq,5049,5.564168095588681e-05,0.9920202511761871,0.01264440717259232
apache_activemq,5051,5.536760602678519e-05,0.9930249895368305,0.012251410748451168
apache_activemq,5052,2.3516741665923356e-06,0.9975672867391018,0.042161206508689285
apache_activemq,5057,5.5779396955456274e-05,0.9945870777459017,0.011730609676222326
apache_activemq,5060,3.8364955357142585e-05,0.9915910993303573,0.012825383222485425
apache_activemq,5077,3.2516462462288434e-07,0.9873887180217675,0.014907912709492294
apache_activemq,5087,5.569520539471118e-05,0.9941407333660339,0.011867699381637418
apache_activemq,5089,5.5532583168574916e-05,0.9931364317025458,0.012210611289687479
apache_activemq,5090,9.562288011825056e-07,0.9936393490859441,0.012034000943770565
apache_activemq,5094,5.54521168981278e-05,0.9855472264545305,0.01599354436489653
apache_activemq,5129,5.322718726737168e-05,0.9903485585270183,0.01338335805493828
apache_activemq,5138,5.253383091517939e-05,0.9944787161690849,0.011762950574691374
apache_activemq,5169,1.710679914270203e-06,0.9908499249656286,0.013152585773519715
apache_activemq,5170,5.422319684709744e-05,0.9810841696602959,0.018914102181748816
apache_activemq,5171,2.0435878208705366e-05,0.99417599269322,0.011856387613813663
apache_activemq,5180,1.6119863305780296e-07,0.9875001611986332,0.014845459767185567
apache_activemq,5187,0.00022097416222095694,0.9620558115520649,0.03416070370638944
apache_activemq,5214,1.4415942132472963e-06,0.9800237630227847,0.019659712059776308
apache_activemq,5236,2.7181314570560104e-06,0.9841545038457428,0.016862410204903207
apache_activemq,5245,5.4168701171874415e-05,0.9947002955845425,0.011697573292012119
apache_activemq,5249,3.2915387834821535e-05,0.981394522530692,0.01869868838474285
apache_activemq,5250,5.318777901785716e-05,0.9871119907924107,0.015065238574503466
apache_activemq,5251,8.258866638978277e-05,0.9964342466296792,0.007585532813257003
apache_activemq,5257,5.497249907680974e-05,0.9824227060723517,0.01799711738669642
apache_activemq,5274,5.301246419548951e-05,0.9795228803929474,0.02001925839470162
apache_activemq,5283,1.9100734165736492e-05,0.9851753507341657,0.016222085413362824
apache_activemq,5294,5.192501204354409e-05,0.9837650392736709,0.01711129720600284
apache_activemq,5299,3.7493024553571526e-05,0.9912571498325894,0.012970738358122267
apache_activemq,5319,5.277906145368353e-05,0.9943668637956892,0.011796952550682313
apache_activemq,5321,2.034846693278223e-06,0.9828145348466933,0.01773477336946799
apache_activemq,5322,5.433601992469286e-07,0.9844871505030564,0.016652013376007625
apache_activemq,5337,5.557600940976832e-05,0.9839846025620189,0.016970609197898095
apache_activemq,5356,5.406992776093526e-07,0.9781255406992777,0.02103816217201444
apache_activemq,5379,3.223419189453108e-05,0.9837375913347518,0.01712896471607442
apache_activemq,5386,2.615792410713693e-06,0.9969892229352679,0.011233817676065964
apache_activemq,5389,1.2377801137568585e-06,0.9853232074770835,0.04142020476909256
apache_activemq,5390,4.940692867551464e-06,0.9850495835500105,0.016300160494646596
apache_activemq,5416,8.893694196428206e-05,0.9391514369419642,0.054850548213146874
apache_activemq,5424,3.051757812499996e-06,0.9838200160435269,0.017075918837121902
apache_activemq,5437,5.2532713328089174e-05,0.9810858601438148,0.018912926433211515
apache_activemq,5438,5.384172712053726e-05,0.9784059797014509,0.020831627848544556
apache_activemq,5441,3.553118024553626e-05,0.9944957188197545,0.011757808140345985
apache_activemq,5444,5.1851630476968656e-05,0.9813097555123802,0.018757396813693837
apache_activemq,5466,5.14984130859375e-05,0.9878949301583426,0.014627549418902605
apache_activemq,5481,3.4713745117188745e-05,0.9726909637451172,0.025231086197121846
