project,min,max,mean
apache_activemq,1.3794725019637184e-05,0.5017142997234738,0.009182264573790387
apache_activemq,4.477818135341065e-05,0.5322648167892743,0.03451669587181964
apache_activemq,1.5100824160881652e-05,0.5053742680920162,0.011105016519046124
apache_activemq,4.0367327067675835e-06,0.5016449378112489,0.009157119455344994
apache_activemq,2.063231088322421e-06,0.5070617354973979,0.012240890155497619
apache_activemq,6.38217762869733e-05,0.5331979040188926,0.0354019005833361
apache_activemq,7.385801165715434e-05,0.539037756952787,0.04097701447088808
apache_activemq,0.00029603652729025487,0.5439938619421104,0.0457425454642796
apache_activemq,0.00011442908365481151,0.5336092245077505,0.03579280988642303
apache_activemq,2.0580943879254235e-05,0.502195228599561,0.009371728151262538
apache_activemq,4.4573339914195764e-05,0.5688377300955569,0.06995319826388739
apache_activemq,2.5046900057563165e-05,0.50698165825737,0.012184270039418457
apache_activemq,1.1102245061111967e-05,0.5048549649679305,0.01078214475433898
apache_activemq,1.8443273021227624e-05,0.5409336241449166,0.04279662329631841
apache_activemq,0.00021450445601144596,0.5351353873300342,0.03724591985597785
apache_activemq,8.299687554219173e-05,0.5465119363787887,0.04817382443230109
apache_activemq,3.660921827856651e-06,0.5076228463439664,0.012643885501654717
apache_activemq,7.447761001751519e-06,0.5186465767674948,0.021874615069052365
apache_activemq,8.346021365815176e-05,0.5320715433934737,0.03433363957870514
apache_activemq,0.0001761546445042767,0.5266196816947725,0.029202095257864373
apache_activemq,0.0009631814138921017,0.5813309544203861,0.08225441445736262
apache_activemq,3.916192863155529e-05,0.520573019870812,0.02361785476458971
apache_activemq,9.004767255832678e-06,0.506226180227076,0.01166316632736094
apache_activemq,0.002216010834278063,0.5864679013578276,0.08731905076658043
apache_activemq,0.00018537628101489344,0.5459959503302783,0.04767502744217404
apache_activemq,0.0018904732267082357,0.5867934389653974,0.08764002628555567
apache_activemq,1.2251294594160998e-05,0.5122004664215761,0.01624604056198617
apache_activemq,0.0006916227382961357,0.5950954153797473,0.09583081874935075
apache_activemq,3.208487375144931e-06,0.5204543819485726,0.023509866428459664
apache_activemq,0.00021034582956395095,0.5349934026161249,0.03711052035235664
