project,model,explainer,test_idx,dist_orig,dist_flip,dist_orig_norm,dist_flip_norm,delta,delta_norm,num_feats_changed
apache_cassandra,RandomForest,LIME,6656,1.5179244837321093,9.411065210405972,0.046876870718550505,0.2906345420474207,7.893140726673863,0.2437576713288702,2
apache_cassandra,RandomForest,LIME,6659,2.149439392145359,10.113967231442635,0.06637945008649074,0.3123417135971739,7.964527839297276,0.24596226351068315,2
apache_cassandra,RandomForest,LIME,6599,4.424962853724505,10.287041915600843,0.13665265555136794,0.3176866432566458,5.862079061876338,0.18103398770527787,4
apache_cassandra,RandomForest,LIME,6671,4.145118142693199,4.359970478192174,0.1280104309342177,0.1346455470172004,0.21485233549897576,0.006635116082982697,1
apache_cassandra,RandomForest,LIME,6581,2.761658155151886,9.974026901275092,0.08528612173748494,0.3080200461915292,7.2123687461232056,0.22273392445404422,4
apache_cassandra,RandomForest,LIME,6675,4.119041956598431,9.487317388619179,0.12720514054098822,0.29298937823223525,5.368275432020748,0.16578423769124703,1
apache_cassandra,RandomForest,LIME,6611,9.864131390088554,13.640259045178592,0.3046262293543606,0.4212414166060863,3.776127655090038,0.11661518725172569,4
apache_cassandra,RandomForest,LIME,6682,2.393995703962608,8.831748925033198,0.07393189076145514,0.272743971794676,6.43775322107059,0.1988120810332209,1
apache_cassandra,RandomForest,LIME,6683,2.9649553320462405,2.8850122948259234,0.0915643889245928,0.08909557083727189,-0.07994303722031715,-0.0024688180873209046,1
apache_cassandra,RandomForest,LIME,6690,8.389006418944623,10.509270801526812,0.2590711023983721,0.3245495635580998,2.1202643825821887,0.06547846115972765,1
apache_cassandra,RandomForest,LIME,6691,2.3851590719297797,8.948032638205179,0.07365899598847418,0.2763350704609506,6.5628735662754,0.2026760744724765,2
apache_cassandra,RandomForest,LIME,6692,2.976334476906503,3.2574489737190935,0.09191580212611827,0.10059724054115331,0.28111449681259026,0.008681438415035044,1
apache_cassandra,RandomForest,LIME,6696,5.506480482473261,10.113285681448241,0.1700523158151233,0.3123206658235081,4.60680519897498,0.14226835000838475,2
apache_cassandra,RandomForest,LIME,6604,5.6557241633049475,11.616501658054855,0.17466129129900665,0.35874330525824033,5.960777494749907,0.18408201395923368,4
apache_cassandra,RandomForest,LIME,6707,2.610994464183704,8.901304782513709,0.08063329319483555,0.2748920107608933,6.290310318330004,0.19425871756605775,2
apache_cassandra,RandomForest,LIME,6710,2.3860883052516986,8.843987466347803,0.07368769277198732,0.27312192506253413,6.457899161096105,0.19943423229054683,2
apache_cassandra,RandomForest,LIME,6700,1.7827458331192945,9.971373952687403,0.055055140646849555,0.30793811726205944,8.188628119568108,0.25288297661520986,3
apache_cassandra,RandomForest,LIME,6718,1.356481058411279,2.1345077233141407,0.041891140098725965,0.06591832707482927,0.7780266649028618,0.0240271869761033,2
